Trigger Description	Trigger Reference Name	Event When to Test	Ancillary to Award	Chance	Base Condition	Conditions (separated by comma)
-	King_of_Galicia_trigger	CharacterTurnEndInSettlement	King_of_Galicia	100	IsFactionLeader	FactionReligion catholic, not FactionwideAncillaryExists King_of_Galicia, EndedInSettlement, SettlementName Santiago_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Georgia_trigger	CharacterTurnEndInSettlement	King_of_Georgia	100	IsFactionLeader	FactionType georgia, I_SettlementOwner Kutaisi_Province= georgia, not I_WorldwideAncillaryExists King_of_Georgia
-	King_of_Halych_trigger	CharacterTurnEndInSettlement	King_of_Halych	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Halych, EndedInSettlement, SettlementName Halych_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Italy_trigger	CharacterTurnEndInSettlement	King_of_Italy	100	IsFactionLeader	FactionType hre, not I_WorldwideAncillaryExists King_of_Italy,  Attribute Command>= 2, Attribute Authority>= 4, I_SettlementOwner Milan_Province= hre, I_SettlementOwner Ravenna_Province= hre,  I_SettlementOwner Florence_Province= hre,
-	King_of_Kings_trigger	CharacterTurnEndInSettlement	King_of_Kings	100	IsFactionLeader	FactionType georgia, Attribute Command>= 4, Attribute piety>= 4, Attribute Authority >= 4,  I_SettlementOwner Kutaisi_Province= georgia, I_SettlementOwner Shamakhi_Province= georgia, I_SettlementOwner Erzurum_Province= georgia, I_NumberOfSettlements georgia> 4, not I_WorldwideAncillaryExists King_of_Kings
-	King_of_Leon_trigger	CharacterTurnEndInSettlement	King_of_Leon	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Leon, EndedInSettlement, SettlementName Leon_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Majorca_trigger	CharacterTurnEndInSettlement	King_of_Majorca	100	IsFactionLeader	FactionReligion catholic, not I_WorldwideAncillaryExists King_of_Majorca, EndedInSettlement, SettlementName Palma_Province, Attribute Command>= 2, Attribute Authority>= 4, 
-	King_of_Moray_trigger	CharacterTurnEndInSettlement	King_of_Moray	100	IsGeneral	FactionType scotland, not I_WorldwideAncillaryExists King_of_Moray, EndedInSettlement, SettlementName Elgin_Province, Attribute Command>= 2, Attribute Authority>= 1, Attribute Loyalty >= 6,  I_TurnNumber  <= 80
-	King_of_Navarre_trigger	CharacterTurnEndInSettlement	King_of_Navarre	100	IsFactionLeader	FactionReligion catholic, EndedInSettlement, SettlementName Pamplona_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_Navarre
-	King_of_norway_trigger	CharacterTurnEndInSettlement	King_of_norway	100	IsFactionLeader	FactionReligion catholic, EndedInSettlement, SettlementName Bergen_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_norway
-	King_of_Scotland_trigger	CharacterTurnEndInSettlement	King_of_Scotland	100	IsFactionLeader	FactionType scotland, not I_WorldwideAncillaryExists King_of_Scotland, Attribute Command>= 2, Attribute Authority>= 4, I_SettlementOwner Elgin_Province= scotland, I_SettlementOwner Perth_Province= scotland,
-	King_of_Serbia_trigger	CharacterTurnEndInSettlement	King_of_Serbia	100	IsFactionLeader	FactionReligion catholic, EndedInSettlement, SettlementName Ras_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_Serbia
-	King_of_Sicily_trigger	CharacterTurnEndInSettlement	King_of_Sicily	100	IsFactionLeader	FactionReligion catholic,  EndedInSettlement, SettlementName Palermo_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_Sicily
-	King_of_Sweden_trigger	CharacterTurnEndInSettlement	King_of_Sweden	100	IsFactionLeader	FactionType sweden,  I_SettlementOwner Uppsala_Province= sweden, I_SettlementOwner Visby_Province= sweden,  I_SettlementOwner Skara_Province= sweden, I_SettlementOwner Linkoping_Province= sweden, not I_WorldwideAncillaryExists King_of_Sweden, Attribute Command>= 2, Attribute Authority>= 4,
-	King_of_the_Algarves_trigger	CharacterTurnEndInSettlement	King_of_the_Algarves	100	IsFactionLeader	FactionReligion catholic,  EndedInSettlement, SettlementName Silves_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Algarves
-	King_of_the_Danes_trigger	CharacterTurnEndInSettlement	King_of_the_Danes	100	IsFactionLeader	FactionType denmark,  I_SettlementOwner Ribe_Province= denmark, I_SettlementOwner Roskilde_Province= denmark,  I_SettlementOwner Lund_Province= denmark, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Danes
-	King_of_the_Geats_trigger	CharacterTurnEndInSettlement	King_of_the_Geats	100	IsFactionLeader	FactionReligion catholic,  I_SettlementOwner Skara_Province= sweden, I_SettlementOwner Linkoping_Province= sweden, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Geats
-	King_of_the_Germans_trigger	CharacterTurnEndInSettlement	King_of_the_Germans	100	IsFactionLeader	FactionType hre, not I_WorldwideAncillaryExists King_of_the_Germans, Attribute Command>= 1, Attribute Authority>= 4,
-	King_of_the_Hungarian_Lands_trigger	CharacterTurnEndInSettlement	King_of_the_Hungarian_Lands	100	IsFactionLeader	FactionReligion catholic, EndedInSettlement, SettlementName Szekesfehervar_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Hungarian_Lands, Gyulafehervar_Province
-	King_of_the_Lithuanian_Lands_trigger	CharacterTurnEndInSettlement	King_of_the_Lithuanian_Lands	100	IsFactionLeader	FactionReligion catholic, EndedInSettlement, SettlementName Vilnius_Province, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Lithuanian_Lands
-	King_of_the_Obotrites_trigger	CharacterTurnEndInSettlement	King_of_the_Obotrites	100	IsGeneral	FactionType slave, I_SettlementOwner Lubeck_Province= slave, I_SettlementOwner Stettin_Province= slave, I_SettlementOwner Magdeburg_Province= slave, Attribute Command>= 2, Attribute Authority>= 2, not I_WorldwideAncillaryExists King_of_the_Obotrites, EndedInSettlement, SettlementName Lubeck_Province, 
-	King_of_the_Poles_trigger	CharacterTurnEndInSettlement	King_of_the_Poles	100	IsFactionLeader	FactionType poland, I_SettlementOwner Poznan_Province= poland, I_SettlementOwner Wroclaw_Province= poland,  I_SettlementOwner Krakow_Province= poland,  I_SettlementOwner Plock_Province= poland, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_the_Poles
-	King_of_the_Portuguese_lands_trigger	CharacterTurnEndInSettlement	King_of_the_Portuguese_lands	100	IsFactionLeader	FactionType portugal, I_SettlementOwner Coimbra_Province= portugal, I_SettlementOwner Badajoz_Province= portugal,  I_SettlementOwner Silves_Province= portugal, Attribute Command>= 2, Attribute Authority>= 3, not I_WorldwideAncillaryExists King_of_the_Portuguese_lands
-	King_of_the_Romans_trigger	CharacterTurnEndInSettlement	King_of_the_Romans	100	IsFactionLeader	FactionType hre, not I_WorldwideAncillaryExists King_of_the_Romans, Attribute Command>= 1, Attribute Authority>= 4,
-	King_of_the_Swedes_trigger	CharacterTurnEndInSettlement	King_of_the_Swedes	70	IsFactionLeader	EndedInSettlement, SettlementName Uppsala_Province, TimeInRegion > 3, Attribute Command>= 3, Attribute Authority>= 3, not I_WorldwideAncillaryExists Duke_of_Sweden, not WorldwideAncillaryExists King_of_the_Swedes
-	King_of_Valencia_trigger	CharacterTurnEndInSettlement	King_of_Valencia	100	IsGeneral	FactionReligion catholic, Attribute Command>= 2, Attribute Authority>= 4, not I_WorldwideAncillaryExists King_of_Valencia, EndedInSettlement, SettlementName Valencia_Province,
-	King_of_Vladimir_in_Volhynia_trigger	CharacterTurnEndInSettlement	King_of_Vladimir_in_Volhynia	100	IsFactionLeader	not FactionReligion islam, not FactionReligion shia, not FactionReligion pagan, not FactionReligion oriental, not I_WorldwideAncillaryExists King_of_Vladimir_in_Volhynia,  Attribute Command>= 2, Attribute Authority>= 4, EndedInSettlement, SettlementName Brest_Province,
-	Knight_of_the_Band_trigger	CharacterTurnEndInSettlement	Knight_of_the_Band	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, Attribute loyalty>= 4, Attribute command>= 2, Attribute piety>= 4,  I_TurnNumber  >= 528, not HasAncType security
-	Landmeister _trigger	CharacterTurnEndInSettlement	Landmeister 	100	IsGeneral	FactionType hre, not HasAncType Religion, SettlementBuildingExists noble_district, Attribute Loyalty >= 4, Attribute Command>= 1, Attribute Authority>= 1,
						
-	Latin_Emperor_of_Constantinople_trigger	CharacterTurnEndInSettlement	Latin_Emperor_of_Constantinople	100	IsGeneral	FactionReligion catholic, EndedInSettlement, SettlementName Constantinople_Province,  Attribute Command>= 3, Attribute Authority>= 2, Attribute Loyalty <= 3, TimeInRegion > 1,
-	Latin_King_of_Jerusalem_Province_trigger	CharacterTurnEndInSettlement	Latin_King_of_Jerusalem	100	IsGeneral	FactionReligion catholic, EndedInSettlement, SettlementName Jerusalem_Province,  Attribute Command>= 3, Attribute Authority>= 2, Attribute Loyalty <= 3,  Attribute piety>= 3,  TimeInRegion > 1,
-	Latin_King_of_Thessalonica_trigger	CharacterTurnEndInSettlement	Latin_King_of_Thessalonica	100	IsGeneral	FactionReligion catholic, EndedInSettlement, SettlementName Thessalonica_Province,  Attribute Command>= 3, Attribute Authority>= 2, Attribute Loyalty <= 3, TimeInRegion > 1,
-	Latin_Patriarch_of_Alexandria_trigger	CharacterTurnEndInSettlement	Latin_Patriarch_of_Alexandria	100	AgentType = priest	FactionReligion catholic, not HasAncType Politics, EndedInSettlement, SettlementName Alexandria_Province,  Attribute piety>= 4, 
-	Latin_Patriarch_of_Antioch_trigger	CharacterTurnEndInSettlement	Latin_Patriarch_of_Antioch	100	AgentType = priest	FactionReligion catholic, not HasAncType Politics, EndedInSettlement, SettlementName Antioch_Province,  Attribute piety>= 4, 
-	Latin_Patriarch_of_Constantinople_trigger	CharacterTurnEndInSettlement	Latin_Patriarch_of_Constantinople	100	AgentType = priest	FactionReligion catholic, not HasAncType Politics, EndedInSettlement, SettlementName Constantinople_Province,  Attribute piety>= 4, 
-	Latin_Patriarch_of_Jerusalem_trigger	CharacterTurnEndInSettlement	Latin_Patriarch_of_Jerusalem	100	AgentType = priest	FactionReligion catholic, not HasAncType Politics, EndedInSettlement, SettlementName Jerusalem_Province,  Attribute piety>= 4, 
-	Latin_Prince_of_Antioch_trigger	CharacterTurnEndInSettlement	Latin_Prince_of_Antioch	100	IsGeneral	FactionReligion catholic, Attribute Command>= 3, Attribute Authority>= 2, Attribute Loyalty <= 3, EndedInSettlement, SettlementName Antioch_Province,  TimeInRegion > 1, Attribute piety>= 2,
-	Leader_of_ten_thousand_trigger	PostBattle	Leader_of_ten_thousand	50	IsGeneral	FactionType cumans, Attribute Command>= 3, Attribute Authority>= 2
-	Lieutenant_of_Skane_trigger	CharacterTurnEndInSettlement	Lieutenant_of_Skane	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType northern_european, Attribute Command>= 2, Attribute Loyalty>= 5, EndedInSettlement, SettlementName Lund_Province,  TimeInRegion > 2,
-	Lithuanian_co_ruler_trigger	BecomesFactionHeir	Lithuanian_co_ruler	100	IsFactionHeir	FactionType lithuania, 
-	Logothete_of_the_Home_domestic_minister_trigger	CharacterTurnEndInSettlement	Logothete_of_the_Home_domestic_minister	100	IsFactionLeader	FactionType byzantines, not FactionwideAncillaryExists Logothete_of_the_Home_domestic_minister, EndedInSettlement, SettlementName Constantinople_Province, TimeInRegion > 2, Attribute Authority>= 3
-	Lord_Chamberlain_of_the_Household_trigger	CharacterTurnEndInSettlement	Lord_Chamberlain_of_the_Household	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_Chamberlain_of_the_Household, Attribute Loyalty >= 5,
-	Lord_Chief_Justice_of_the_Kings_Bench_trigger	CharacterTurnEndInSettlement	Lord_Chief_Justice_of_the_Kings_Bench	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_Chief_Justice_of_the_Kings_Bench, SettlementBuildingExists Coram_rege, Attribute Loyalty >= 5,
-	Lord_Great_Chamberlain_eng_trigger	CharacterTurnEndInSettlement	Lord_Great_Chamberlain_eng	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_Great_Chamberlain_eng, Attribute Loyalty >= 5, Attribute Authority>= 2,
-	Lord_Great_Chamberlain_georgia_trigger	CharacterTurnEndInSettlement	Lord_Great_Chamberlain_georgia	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType georgia, not HasAncType politics, not FactionwideAncillaryExists Lord_Great_Chamberlain_georgia, Attribute Loyalty >= 6, Attribute Authority>= 2, SettlementBuildingExists Sakhaso
-	Lord_high_Admiral_trigger	PostBattle	Lord_high_Admiral	80	IsAdmiral	FactionType england, Attribute Loyalty>= 6, Attribute NavalCommand >= 4, not FactionwideAncillaryExists Lord_high_Admiral
-	Lord_high_Chancellor_trigger	CharacterTurnEndInSettlement	Lord_high_Chancellor	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_high_Chancellor, SettlementBuildingExists Chancery, Attribute Loyalty >= 5,
-	Lord_high_Constable_trigger	PostBattle	Lord_high_Constable	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_high_Constable, Attribute Loyalty>= 6, Attribute Command>= 3, Attribute Authority>= 3,
-	Lord_high_Mandator_of_the_West_trigger	PostBattle	Lord_high_Mandator_of_the_West	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType georgia, not HasAncType politics, not FactionwideAncillaryExists Lord_high_Mandator_of_the_West, StellementBuildingExists Sakhaso, Attribute Loyalty>=5, Attribute Command>= 2, Attribute Authority>= 2,
-	Lord_high_steward_trigger	CharacterTurnEndInSettlement	Lord_high_steward	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_high_steward, Attribute Loyalty>= 5
-	Lord_high_Treasurer_geo_trigger	CharacterTurnEndInSettlement	Lord_high_Treasurer_geo	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType georgia, not HasAncType politics, not FactionwideAncillaryExists Lord_high_Treasurer_geo, StellementBuildingExists Sakhaso, Attribute Loyalty>= 5, Attribute Command>= 2, Attribute Authority>= 2,
-	Lord_high_Treasurer_trigger	CharacterTurnEndInSettlement	Lord_high_Treasurer	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_high_Treasurer, Attribute Loyalty>= 7, Attribute Authority>= 2
-	Lord_Keeper_of_the_Privy_Seal_trigger	CharacterTurnEndInSettlement	Lord_Keeper_of_the_Privy_Seal	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, not FactionwideAncillaryExists Lord_Keeper_of_the_Privy_Seal, Attribute Loyalty>= 6, Attribute Authority>= 3,
-	Lord_of_both_lands_and_both_seas_trigger	CharacterTurnEndInSettlement	Lord_of_both_lands_and_both_seas	100	IsFactionLeader	FactionType turks,  EndedInSettlement, SettlementName Constantinople_Province,  TimeInRegion > 3, not FactionwideAncillaryExists Lord_of_both_lands_and_both_seas,
-	Lord_of_the_Manor_of_Westminster_trigger	CharacterTurnEndInSettlement	Lord_of_the_Manor_of_Westminster	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, SettlementBuildingExists Westminster, not FactionwideAncillaryExists Lord_of_the_Manor_of_Westminster, Attribute Loyalty>= 5, Attribute Authority<= 1, Attribute Command<= 1,
-	Lord_of_the_Mountains_trigger	BecomesFactionLeader	Lord_of_the_Mountains	100	IsFactionLeader	FactionType armenia, not FactionWideAncillaryExists Lord_of_the_Mountains, not EndedInSettlement, 
-	Lord_Warden_of_the_Cinque_Ports_trigger	CharacterTurnEndInSettlement	Lord_Warden_of_the_Cinque_Ports	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, EndedInSettlement, SettlementName London_Province, not FactionwideAncillaryExists Lord_Warden_of_the_Cinque_Ports, Attribute Loyalty>= 5, Attribute Authority>= 1,
-	Lord_Warden_of_the_Marches_trigger	CharacterTurnEndInSettlement	Lord_Warden_of_the_Marches	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, EndedInSettlement, SettlementName York_Province, not FactionwideAncillaryExists Lord_Warden_of_the_Marches, Attribute Loyalty>= 5, Attribute Authority<= 3,  Attribute Command>= 2, 
-	Maghreb_Chamberlain_trigger	CharacterTurnEndInSettlement	Maghreb_Chamberlain	80	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Maghreb_Chamberlain, Attribute Loyalty>= 4, Attribute Authority>= 1,
-	Mamluk_father_of_soldiers_egypt_trigger	PostBattle	Mamluk_father_of_soldiers_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_father_of_soldiers_egypt, Attribute Loyalty>= 6, Attribute Command>= 4, 
-	Mamluk_father_of_soldiers_syria_trigger	PostBattle	Mamluk_father_of_soldiers_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_father_of_soldiers_syria, Attribute Loyalty>= 6, Attribute Command>= 4, 
-	Mamluk_foodtaster_egypt_trigger	CharacterTurnEndInSettlement	Mamluk_foodtaster_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_foodtaster_egypt, Attribute Loyalty>= 6, 
-	Mamluk_foodtaster_syria_trigger	CharacterTurnEndInSettlement	Mamluk_foodtaster_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_foodtaster_syria, Attribute Loyalty>= 6, 
-	Mamluk_Lord_of_the_Halqa_egypt_trigger	PostBattle	Mamluk_Lord_of_the_Halqa_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Lord_of_the_Halqa_egypt, Attribute Loyalty>= 3, Attribute Command>= 2, 
-	Mamluk_Lord_of_the_Halqa_syria_trigger	PostBattle	Mamluk_Lord_of_the_Halqa_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Lord_of_the_Halqa_syria, Attribute Loyalty>= 3, Attribute Command>= 2, 
-	Mamluk_master_of_arms_egypt_trigger	PostBattle	Mamluk_master_of_arms_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_master_of_arms_egypt, Attribute Command>= 2, 
-	Mamluk_master_of_arms_syria_trigger	PostBattle	Mamluk_master_of_arms_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_master_of_arms_syria, Attribute Command>= 2, 
-	Mamluk_Paymaster_egypt_trigger	CharacterTurnEndInSettlement	Mamluk_Paymaster_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Paymaster_egyptUstadar, Attribute Loyalty>= 5, 
-	Mamluk_Paymaster_syria_trigger	CharacterTurnEndInSettlement	Mamluk_Paymaster_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Paymaster_syria, Attribute Loyalty>= 5, 
-	Mamluk_Sultans_accountant_egypt_trigger	CharacterTurnEndInSettlement	Mamluk_Sultans_accountant_egypt	100	IsGeneral	FactionType egypt, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Sultans_accountant_egypt, Attribute Loyalty>= 7, 
-	Mamluk_Sultans_accountant_syria	CharacterTurnEndInSettlement	Mamluk_Sultans_accountant_syria	100	IsGeneral	FactionType syria, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Mamluk_Sultans_accountant_syria, Attribute Loyalty>= 7, 
-	Marcher_Lord_trigger	CharacterTurnEndInSettlement	Marcher_Lord	30	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, Attribute Loyalty>= 4, Attribute Command>= 3, Attribute Authority >= 1, EndedInSettlement, SettlementName Aberffraw_Province
-	Margraf_von_Brandenburg_trigger	CharacterTurnEndInSettlement	Margraf_von_Brandenburg	100	IsGeneral	FactionReligion catholic, EndedInSettlement, SettlementName Magdeburg_Province, not HasAncType Entertain, not HasAncType Religion, not HasAncType Politics, not HasAncType Magic, TimeInRegion > 1, Attribute Loyalty >= 4, Attribute Command>= 1, Attribute Authority>= 1, not FactionwideAncillaryExists Margraf_von_Brandenburg,
-	Margrave_of_Moravia_trigger	CharacterTurnEndInSettlement	Margrave_of_Moravia	100	IsGeneral	FactionCultureType central_european, EndedInSettlement, SettlementName Olomouc_Province, not WorldwideAncillaryExists Margrave_of_Moravia, Attribute Loyalty>= 4, Attribute Command>= 1, Attribute Authority >= 2, 
-	Margrave_of_Provence_trigger	CharacterTurnEndInSettlement	Margrave_of_Provence	100	IsGeneral	FactionReligion catholic, not WorldwideAncillaryExists Margrave_of_Provence, Attribute Command>= 3, Attribute Authority >= 2, EndedInSettlement, SettlementName Aix_Province, TimeInRegion > 3,
-	Marshall_of_France_trigger	PostBattle	Marshall_of_France	80	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, not HasAncType politics, Attribute Loyalty>= 6, Attribute Command>= 4, Attribute Authority >= 1, not FactionwideAncillaryExists Marshall_of_France
-	Marshall_of_Portugal_trigger	PostBattle	Marshall_of_Portugal	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType portugal, not HasAncType politics, Attribute Loyalty>= 6, Attribute Command>= 4, Attribute Authority >= 1, not FactionwideAncillaryExists Marshall_of_Portugal
-	Marshall_of_the_Sejm_trigger	PostBattle	Marshall_of_the_Sejm	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType poland, not HasAncType politics, Attribute Loyalty>= 6, Attribute Command>= 4, Attribute Authority >= 1, not FactionwideAncillaryExists Marshall_of_the_Sejm
-	Master_of_Alcantara_trigger	CharacterTurnEndInSettlement	Master_of_Alcantara	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, FactionBuildingExists calatrava, Attribute Loyalty>= 4, Attribute Command>= 4, Attribute Piety >= 3, EndedInSettlement, SettlementName Leon_Province, not FactionwideAncExists Master_of_Alcantara
-	Master_of_Calatrava_trigger	CharacterTurnEndInSettlement	Master_of_Calatrava	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType spain, not HasAncType politics, FactionBuildingExists calatrava, Attribute Loyalty>= 4, Attribute Command>= 4, Attribute Piety >= 3, not FactionwideAncExists Master_of_Calatrava
-	Master_of_Ceuta_trigger	CharacterTurnEndInSettlement	Master_of_Ceuta	100	IsGeneral	FactionReligion catholic, EndedInSettlement, SettlementName Ceuta_Province, TimeInRegion > 2, not WorldwideAncillaryExists Master_of_Ceuta
-	Master_of_Montesa_trigger	CharacterTurnEndInSettlement	Master_of_Montesa	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType aragon, not HasAncType politics, FactionBuildingExists montesa, Attribute Loyalty>= 4, Attribute Command>= 4, Attribute Piety >= 3, not FactionwideAncExists Master_of_Montesa
-	Master_of_Saint_James_of_Altopascio_trigger	CharacterTurnEndInSettlement	Master_of_Saint_James_of_Altopascio	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType pisa, not HasAncType politics, Attribute Loyalty>= 3, Attribute Command>= 3, Attribute Piety >= 1, not FactionwideAncExists Master_of_Saint_James_of_Altopascio
-	Master_of_st_Jordi_trigger	CharacterTurnEndInSettlement	Master_of_st_Jordi	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType aragon, not HasAncType politics, FactionBuildingExists sant_jordi, Attribute Loyalty>= 4, Attribute Command>= 4, Attribute Piety >= 3, not FactionwideAncExists Master_of_st_Jordi
-	Master_of_the_Teutonic_order_trigger	CharacterTurnEndInSettlement	Master_of_the_Teutonic_order	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType hre, not HasAncType politics, FactionBuildingExists sant_jordi, Attribute Loyalty>= 4, Attribute Command>= 4, Attribute Piety >= 3, not FactionwideAncExists Master_of_the_Teutonic_order, FactionBuildingExists teutonic, 
-	Mayor_of_Baghdad_trigger	CharacterTurnEndInSettlement	Mayor_of_Baghdad	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not FactionCultureType southern_european, not FactionCultureType greek, not FactionCultureType central_european, not FactionCultureType northern_european, not FactionCultureType eastern_european, not HasAncType politics, EndedInSettlement, SettlementName Baghdad_Province, TimeInRegion > 5, not WorldwideAncillaryExists Mayor_of_Baghdad, Attribute Loyalty >= 5, Attribute Command>= 2, Attribute Authority >= 2,
-	Mayor_of_the_City_trigger	CharacterTurnEndInSettlement	Mayor_of_the_City	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType politics, EndedInSettlement, SettlementName Constantinople_Province, TimeInRegion > 2, not FactionwideAncillaryExists Mayor_of_the_City, Attribute Loyalty >= 5
-	Minister_of_Agriculture_trigger	CharacterTurnEndInSettlement	Minister_of_Agriculture	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType politics, EndedInSettlement, SettlementName Constantinople_Province, TimeInRegion > 2, not FactionwideAncillaryExists Mayor_of_the_City, not FactionwideAncillaryExists Minister_of_Agriculture, Attribute Loyalty >= 5, Attribute Authority >= 1, Attribute Farming>= 2,
-	Minister_of_Justice_trigger	CharacterTurnEndInSettlement	Minister_of_Justice	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType politics, I_SettlementOwner Constantinople_Province= byzantium, not FactionwideAncillaryExists Minister_of_Justice, Attribute Loyalty >= 5, Attribute Authority >= 1, Attribute piety>= 3,
-	Mongol_Prince_Royal_trigger	ComesOfAge	Mongol_Prince_Royal	100	FatherTrait FactionLeader 1	FactionType cumans, 
-	Most_Christian_King_of_France_trigger	BecomesFactionLeader	Most_Christian_King_of_France	100	IsFactionLeader	FactionType france, not FactionExcommunicated, 
-	Most_Noble_Knight_of_the_Garter_trigger	CharacterTurnEndInSettlement	Most_Noble_Knight_of_the_Garter	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType Security, Attribute Loyalty >= 5, Attribute Command >= 2, Attribute piety>= 3,
-	Most_Worthy_Master_of_st_Thomas_at_Acon_trigger	CharacterTurnEndInSettlement	Most_Worthy_Master_of_st_Thomas_at_Acon	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType england, not HasAncType politics, FactionBuildingExists acon
