Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
syria	-	47	-	Zumurrud	character_record	female	alive	never_a_leader	35	-	-	-	-	-
syria	-	48	-	Mehraban	character_record	female	alive	never_a_leader	33	-	-	-	-	-
syria	-	49	-	Kamand	character_record	female	dead 7	never_a_leader	60	-	-	-	-	-
syria	-	50	-	Rashid al-Daula Mahmud	character_record	male	dead 5	never_a_leader	45	-	-	-	-	-
syria	-	51	-	Safiyya_i	character_record	female	alive	never_a_leader	28	-	-	-	-	-
syria	-	52	-	Ali	character_record	male	alive	never_a_leader	4	-	-	-	-	-
syria	-	53	-	Muhammad	character_record	male	alive	never_a_leader	2	-	-	-	-	-
syria	-	54	-	Lulu	character_record	female	alive	never_a_leader	48	-	-	-	-	-
syria	-	55	-	Farkhunda Khatun	character_record	female	alive	never_a_leader	26	-	-	-	-	-
syria	-	56	-	Khatun al-Mulk Safwat	character_record	female	alive	never_a_leader	25	-	-	-	-	-
syria	-	57	-	Roshanak	character_record	female	alive	never_a_leader	20	-	-	-	-	-
syria	-	58	-	Toghtekin	character_record	male	off_map	never_a_leader	33	-	-	-	-	-
syria	-	59	-	Taj_i al-Muluk Buri	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
syria	-	60	-	Shekarpare	character_record	female	alive	never_a_leader	19	-	-	-	-	-
syria	-	61	-	Huchehr	character_record	female	alive	never_a_leader	18	-	-	-	-	-
syria	-	62	-	Artuq	character_record	male	off_map	never_a_leader	34	-	-	-	-	-
syria	-	63	-	Pariya	character_record	female	alive	never_a_leader	46	-	-	-	-	-
syria	-	64	-	Najm ad-Din Ilghazi	character_record	male	off_map	never_a_leader	29	-	-	-	-	-
syria	-	65	-	Safra Khatun	character_record	female	alive	never_a_leader	11	-	-	-	-	-
syria	-	66	-	Guhar Khatun	character_record	female	alive	never_a_leader	8	-	-	-	-	-
syria	-	67	-	Timurtash	character_record	male	alive	never_a_leader	4	-	-	-	-	-
syria	-	68	-	Taj al-Muluk Buri	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
syria	-	69	-	Shihab ad-Din Mahmud	character_record	male	alive	never_a_leader	3	-	-	-	-	-
syria	-	70	-	Delaram	character_record	female	alive	never_a_leader	6	-	-	-	-	-
syria	-	71	-	Aq_Sunqur al-Hajib	character_record	male	off_map	never_a_leader	27	-	-	-	-	-
syria	-	72	-	Hannanae	character_record	female	alive	never_a_leader	5	-	-	-	-	-
syria	-	73	-	Imad Zengi	character_record	male	alive	never_a_leader	1	-	-	-	-	-
syria	-	74	-	Warwar	character_record	female	alive	never_a_leader	20	-	-	-	-	-
syria	-	75	-	Hanifa	character_record	female	alive	never_a_leader	15	-	-	-	-	-
syria	-	76	-	Nasrin	character_record	female	alive	never_a_leader	19	-	-	-	-	-
syria	-	77	-	Daud	character_record	male	alive	never_a_leader	3	-	-	-	-	-
syria	-	78	-	Ali Sanad-al-Dawla	character_record	male	dead 63	never_a_leader	110	-	-	-	-	-
syria	-	79	-	Sukaynah	character_record	female	dead 52	never_a_leader	110	-	-	-	-	-
syria	-	80	-	Mansur Abu-Kamil	character_record	male	off_map	never_a_leader	48	-	-	-	-	-
syria	-	81	-	Sadaka Sayf-al-dawla	character_record	male	off_map	never_a_leader	43	-	-	-	-	-
syria	-	82	-	Qabihah	character_record	female	dead 2	never_a_leader	60	-	-	-	-	-
syria	-	83	-	Humai	character_record	female	alive	never_a_leader	36	-	-	-	-	-
turks	-	1	-	Suleiman	named character	male, leader	-	-	38	309	197	-	-	turkic_retainers, turkic_retainers, turkish_horse_archers, turkish_horse_archers, nomad_turkish_cav, nomad_turkish_cav, turcoman_horse_archers, turcoman_horse_archers,  turcoman_horse_archers
turks	Western Anatolia	2	-	Mansur	named character	male	-	-	40	312	196	-	-	turkic_retainers, turcoman_horse_archers, turcoman_horse_archers, turkish_horse_archers, nomad_turkish_cav
turks	Governor of Konya	3	-	Dawud	named character	male	-	-	25	310	197	-	-	turkic_retainers, turkish_horse_archers, nomad_turkish_cav, nomad_turkish_cav, turcoman_horse_archers, turcoman_horse_archers
turks	governor of Nicaea disloyal	4	-	Abul Qasim	named character	male	-	-	41	306	193	-	-	turkic_retainers, turkish_horse_archers, turkish_spearmen, turkish_spearmen, turkish_archers, turkish_archers
turks	disloyal, Proúsa Garrison -MOVE!!	5	-	Abu_al-Gazi	named character	male	-	-	37	302	191	-	-	turkic_retainers, turkish_horse_archers, turkish_spearmen, turkish_spearmen, turkish_archers
turks	-	8	-	Seljuk	character_record	male	dead 42	past_leader	112	-	-	-	-	-
turks	-	9	-	Saharnaz	character_record	female	dead 131	never_a_leader	112	-	-	-	-	-
turks	-	10	-	Mikail Bey	character_record	male	dead 43	never_a_leader	95	-	-	-	-	-
turks	-	11	-	Arslan Yabgu	character_record	male	dead 48	never_a_leader	89	-	-	-	-	-
turks	-	12	-	Musa	character_record	male	dead 35	never_a_leader	88	-	-	-	-	-
turks	-	13	-	Yunus	character_record	male	dead 31	never_a_leader	87	-	-	-	-	-
turks	-	14	-	Hayat	character_record	female	dead 34	never_a_leader	95	-	-	-	-	-
turks	-	15	-	Tugrul	character_record	male	dead 17	past_leader	78	-	-	-	-	-
turks	-	16	-	Cagri	character_record	male	dead 20	never_a_leader	77	-	-	-	-	-
turks	-	16	-	Ibrahim Inal	character_record	male	dead 20	never_a_leader	76	-	-	-	-	-
turks	-	17	-	Susanak	character_record	female	dead 34	never_a_leader	89	-	-	-	-	-
turks	-	18	-	Kutalmish	character_record	male	dead 16	past_leader	70	-	-	-	-	-
turks	-	19	-	Roshan	character_record	female	dead 16	never_a_leader	77	-	-	-	-	-
turks	-	20	-	Kavurt	character_record	male	dead 5	never_a_leader	61	-	-	-	-	-
turks	-	21	-	Alp_Arslan	character_record	male	dead 8	never_a_leader	60	-	-	-	-	-
turks	-	22	-	Yakuti	character_record	male	off_map	never_a_leader	56	-	-	-	-	-
turks	-	23	-	Nilufer Hatun	character_record	female	alive	never_a_leader	60	-	-	-	-	-
turks	-	24	-	Vahid	character_record	male	dead 8	never_a_leader	31	-	-	-	-	-
turks	-	25	-	Mahkhatun	character_record	female	dead 1	never_a_leader	60	-	-	-	-	-
turks	-	26	-	Malik-Shah_i	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
turks	-	27	-	Tutush	character_record	male	off_map	never_a_leader	24	-	-	-	-	-
turks	-	28	-	Tekis	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
turks	-	29	-	Behiye	character_record	female	alive	never_a_leader	38	-	-	-	-	-
turks	-	30	-	Muna Hatun	character_record	female	alive	never_a_leader	33	-	-	-	-	-
turks	-	31	-	Kilic Arslan	character_record	male	alive	current_heir	4	-	-	-	-	-
turks	-	32	-	Kulan Arslan	character_record	male	alive	never_a_leader	1	-	-	-	-	-
turks	-	38	-	Iffet	character_record	female	alive	never_a_leader	30	-	-	-	-	-
venice	FL	1	-	Agostino	named character	male, leader	-	-	20	202	231	-	-	Peasants
venice	FH	2	-	Albano	named character	male, heir	-	-	40	202	232	-	-	Peasants
venice	Fl's wife	3	-	Adriana	character_record	female	alive	never_a_leader	40	-	-	-	-	-
poland	Pol FL - Wladyslaw Herman	1	-	Wladyslaw Herman	named character	male, leader	-	-	36	241	291	-	-	polish_lords, polish_provincial_bannerets, prussian_warriors, prussian_warriors, eastern_skirmishers, eastern_city_militia, eastern_city_militia, eastern_spearmen, polish_bannerets, eastern_squires, european_crossbowmen, european_crossbowmen, polish_urban_archers, polish_mounted_men_at_arms
poland	-	2	-	Mieszko Boleslawowic	named character	male	-	-	11	243	270	-	-	polish_lords, eastern_skirmishers, eastern_city_militia, eastern_city_militia, european_crossbowmen
poland	-	3	-	Zbigniew Herman	named character	male	-	-	7	224	289	-	-	polish_lords, eastern_skirmishers, eastern_city_militia, eastern_city_militia, polish_urban_archers
poland	Castellan of Wroclaw	3	-	Magnus	named character	male	-	-	31	226	277	-	-	polish_knights, eastern_skirmishers, eastern_skirmishers, eastern_city_militia, eastern_city_militia, eastern_spearmen, european_crossbowmen, polish_urban_archers
poland	Count Palatine	3	-	Sieciech	named character	male	-	-	35	242	292	-	-	polish_knights, eastern_skirmishers, eastern_skirmishers, eastern_spearmen, eastern_spearmen, eastern_spearmen, eastern_squires, eastern_horse_archers, eastern_horse_archers, european_crossbowmen, european_crossbowmen, european_archers, european_archers, polish_mounted_men_at_arms, polish_mounted_men_at_arms, polish_provincial_bannerets, polish_bannerets
poland	prince of Przemysl	3	-	Wolodar	named character	male	-	-	28	258	264	-	-	polish_knights, eastern_skirmishers, eastern_spearmen, eastern_spearmen, polish_bannerets, woodsmen, european_crossbowmen, european_archers, european_archers, polish_mounted_men_at_arms
poland	1ST GEN - Mieszko I, of House Piast	4	-	Mieszko Mieszkowic	character_record	male	dead 88	past_leader	91	-	-	-	-	-
poland	-	5	-	Dobrawa z_Czech	character_record	female	dead 103	never_a_leader	91	-	-	-	-	-
poland	2ND GEN - Boleslaw Chrobry	6	-	Boleslaw Boleslawowic_a	character_record	male	dead 55	past_leader	78	-	-	-	-	-
poland	-	7	-	Emnilda Slowianska	character_record	female	dead 63	never_a_leader	78	-	-	-	-	-
poland	-	8	-	Eryk ze_Szwecji	character_record	male	dead 85	never_a_leader	77	-	-	-	-	-
poland	-	9	-	Swietoslawa Mieszkowic	character_record	female	dead 67	never_a_leader	77	-	-	-	-	-
poland	-	10	-	Mieszko Piastowic	character_record	male	dead 70	never_a_leader	76	-	-	-	-	-
poland	-	11	-	Lambert Lambert	character_record	male	dead 50	never_a_leader	75	-	-	-	-	-
poland	-	12	-	Elzbieta Mieszkowic	character_record	female	dead 43	never_a_leader	75	-	-	-	-	-
poland	3RD GEN -	13	-	Bezprym Piast	character_record	male	dead 48	past_leader	65	-	-	-	-	-
poland	-	14	-	Mieszko Piast	character_record	male	dead 46	past_leader	64	-	-	-	-	-
poland	Richeza Ezzonen	15	-	Rycheza Lotarynska	character_record	female	dead 17	never_a_leader	64	-	-	-	-	-
poland	-	16	-	Herman z_Misni	character_record	male	dead 42	never_a_leader	66	-	-	-	-	-
poland	-	17	-	Regelinda Piast	character_record	female	dead 60	never_a_leader	63	-	-	-	-	-
poland	-	18	-	Otto Boleslawowic_a	character_record	male	dead 47	never_a_leader	62	-	-	-	-	-
poland	-	19	-	Dytryk Lambert	character_record	male	dead 47	never_a_leader	60	-	-	-	-	-
poland	4TH GEN - Casimir I Odnowiciel	20	-	Kazimierz Kazimierzowic	character_record	male	dead 22	past_leader	51	-	-	-	-	-
poland	Maria Dobroniega of Kiev	21	-	Maria z_Kijow	character_record	female	alive	never_a_leader	59	-	-	-	-	-
poland	Bela I Arpad, K. of Hungary	22	-	Bela z_Wegry	character_record	male	dead 17	never_a_leader	50	-	-	-	-	-
poland	-	23	-	Adelajda Piast	character_record	female	dead 21	never_a_leader	50	-	-	-	-	-
poland	Iziaslav Yarolsavich of Kiev	24	-	Izaslaw z_Kijow	character_record	male	dead 2	never_a_leader	49	-	-	-	-	-
poland	-	25	-	Gertruda Piast	character_record	female	off_map	never_a_leader	49	-	-	-	-	-
poland	5TH GEN - Boleslaw II Szczodry	26	-	Boleslaw Boleslawowic_b	character_record	male	off_map	past_leader	38	-	-	-	-	-
poland	-	27	-	Wieslawa z_Kijow	character_record	female	alive	never_a_leader	32	-	-	-	-	-
poland	FL Wife, Judith Premyslid of Bohemia	28	-	Judyta z_Czech	character_record	female	alive	never_a_leader	24	-	-	-	-	-
poland	-	29	-	Mieszko Kazimierzowic	character_record	male	dead 15	never_a_leader	35	-	-	-	-	-
poland	Wratislaus II Premyslid, K. of Bohemia	30	-	Wratyslaw z_Czech	character_record	male	off_map	never_a_leader	49	-	-	-	-	-
poland	-	31	-	Swietoslawa Kazimierzowic	character_record	female	alive	never_a_leader	32	-	-	-	-	-
poland	6TH GEN - Boleslaw Wrymouth	32	-	Boleslaw Herman	character_record	male	alive	current_heir	0	-	-	-	-	-
poland	Father of Piotr Wlostowic	33	-	Wilkomir Wlostowic	character_record	male	alive	never_a_leader	40	-	-	-	-	-
poland	Mother of Piotr Wlostowic	34	-	Lubomira	character_record	female	alive	never_a_leader	32	-	-	-	-	-
poland	-	35	-	Piotr Wlostowic	character_record	male	alive	never_a_leader	0	-	-	-	-	-
norway	1ST GEN	16	-	Haakon av_Lade	character_record	male	dead 180	never_a_leader	110	-	-	-	-	-
norway	-	17	-	Ingjerd av_Nidaros	character_record	female	dead 171	never_a_leader	110	-	-	-	-	-
norway	2ND GEN	18	-	Harald_a Haraldsson	character_record	male	dead 137	past_leader	97	-	-	-	-	-
norway	-	19	-	Svanhild av_Lade	character_record	female	dead 151	never_a_leader	97	-	-	-	-	-
norway	-	20	-	Harald_b Haraldsson	character_record	male	dead 137	past_leader	97	-	-	-	-	-
norway	-	21	-	Ase av_Lade	character_record	female	dead 143	never_a_leader	96	-	-	-	-	-
norway	-	22	-	Sigurd Ladejarl	character_record	male	dead 118	never_a_leader	95	-	-	-	-	-
norway	-	23	-	Bergljot Toresson	character_record	female	dead 126	never_a_leader	95	-	-	-	-	-
norway	3RD GEN	24	-	Erik Eiriksson	character_record	male	dead 126	past_leader	84	-	-	-	-	-
norway	-	25	-	Gunnhild av_Danmark	character_record	female	dead 90	never_a_leader	84	-	-	-	-	-
norway	-	26	-	Bjorn Bjornsen	character_record	male	dead 153	never_a_leader	83	-	-	-	-	-
norway	-	27	-	Dorte Haraldsson	character_record	female	dead 131	never_a_leader	83	-	-	-	-	-
norway	-	28	-	Olav Olafsson	character_record	male	dead 146	never_a_leader	82	-	-	-	-	-
norway	-	29	-	Freia Tangen	character_record	female	dead 134	never_a_leader	82	-	-	-	-	-
norway	-	30	-	Halvdan Gudrodsen	character_record	male	dead 139	never_a_leader	81	-	-	-	-	-
norway	-	31	-	Ingjerd Haraldsson_a	character_record	female	dead 154	never_a_leader	81	-	-	-	-	-
norway	-	32	-	Guttorm Haraldsson	character_record	male	dead 135	never_a_leader	83	-	-	-	-	-
norway	-	33	-	Sigrod Haraldsson	character_record	male	dead 123	never_a_leader	82	-	-	-	-	-
norway	-	34	-	Sigurd Hadafylke	character_record	male	dead 143	never_a_leader	81	-	-	-	-	-
norway	-	35	-	Grete Haugland	character_record	female	dead 135	never_a_leader	81	-	-	-	-	-
norway	-	36	-	Haakon Haraldsson	character_record	male	dead 113	past_leader	80	-	-	-	-	-
norway	-	37	-	Snofrid av_Trondheim	character_record	female	dead 135	never_a_leader	81	-	-	-	-	-
norway	-	38	-	Haakon Ladejarl	character_record	male	dead 85	never_a_leader	82	-	-	-	-	-
norway	-	39	-	Thora Skagesson	character_record	female	dead 98	never_a_leader	82	-	-	-	-	-
norway	4TH GEN	40	-	Gamle Eiriksson	character_record	male	dead 125	never_a_leader	71	-	-	-	-	-
norway	-	41	-	Harald Eiriksson	character_record	male	dead 110	past_leader	70	-	-	-	-	-
norway	-	42	-	Gudrod Gudrodsen	character_record	male	dead 82	never_a_leader	69	-	-	-	-	-
norway	-	43	-	Ragnhild av_Oyene	character_record	female	dead 69	never_a_leader	69	-	-	-	-	-
norway	-	44	-	Rognvald_a Eiriksson	character_record	male	dead 147	never_a_leader	68	-	-	-	-	-
norway	-	45	-	Gudrod Grenske	character_record	male	dead 117	never_a_leader	70	-	-	-	-	-
norway	-	46	-	Cecilia Bjornsen	character_record	female	dead 119	never_a_leader	70	-	-	-	-	-
norway	-	47	-	Trygve Tryggvesen	character_record	male	dead 117	never_a_leader	69	-	-	-	-	-
norway	-	48	-	Astrid Eiriksson	character_record	female	dead 109	never_a_leader	69	-	-	-	-	-
norway	-	49	-	Finn Eyvindsson	character_record	male	dead 111	never_a_leader	68	-	-	-	-	-
norway	-	50	-	Gunnhild Halvdansson	character_record	female	dead 138	never_a_leader	68	-	-	-	-	-
norway	-	51	-	Halvdan Halvdansson	character_record	male	dead 100	never_a_leader	68	-	-	-	-	-
norway	-	52	-	Thora Haugland	character_record	female	dead 96	never_a_leader	68	-	-	-	-	-
norway	-	53	-	Eirik Ladejarl	character_record	male	dead 57	never_a_leader	69	-	-	-	-	-
norway	-	54	-	Gyda av_Danmark	character_record	female	dead 60	never_a_leader	69	-	-	-	-	-
norway	-	55	-	Svein Svendsen	character_record	male	dead 64	never_a_leader	68	-	-	-	-	-
norway	-	56	-	Holmfrid av_Sverige	character_record	female	dead 49	never_a_leader	68	-	-	-	-	-
norway	-	57	-	Einar av_Skaun	character_record	male	dead 30	never_a_leader	67	-	-	-	-	-
norway	-	58	-	Bergljot Ladejarl	character_record	female	dead 31	never_a_leader	67	-	-	-	-	-
norway	-	59	-	Ivar av_Oppland	character_record	male	dead 48	never_a_leader	66	-	-	-	-	-
norway	-	60	-	Sigrid Ladejarl	character_record	female	dead 46	never_a_leader	66	-	-	-	-	-
norway	5TH GEN	61	-	Harald Crowan	character_record	male	dead 44	never_a_leader	56	-	-	-	-	-
norway	-	62	-	Sigrid av_Orknoyene	character_record	female	dead 30	never_a_leader	56	-	-	-	-	-
norway	-	63	-	Harald Haraldsson_a	character_record	male	dead 85	never_a_leader	57	-	-	-	-	-
norway	-	64	-	Asta Gudbrandsson_a	character_record	female	dead 37	never_a_leader	57	-	-	-	-	-
norway	-	65	-	Erling av_Sola	character_record	male	dead 52	never_a_leader	56	-	-	-	-	-
norway	-	66	-	Astrid Tryggvesen	character_record	female	dead 55	never_a_leader	56	-	-	-	-	-
norway	-	67	-	Rognvald_a av_Sverige	character_record	male	dead 34	never_a_leader	56	-	-	-	-	-
norway	-	68	-	Ingebjorg Tryggvesen	character_record	female	dead 50	never_a_leader	55	-	-	-	-	-
norway	-	69	-	Olav_b Olafsson	character_record	male	dead 80	past_leader	54	-	-	-	-	-
norway	-	70	-	Gyda Sigtryggsson	character_record	female	dead 68	never_a_leader	54	-	-	-	-	-
norway	-	71	-	Eivind av_Tjotta	character_record	male	dead 90	never_a_leader	55	-	-	-	-	-
norway	-	72	-	Alfhild Ronning	character_record	female	dead 101	never_a_leader	55	-	-	-	-	-
norway	-	73	-	Sigurd av_Tjotta	character_record	male	dead 96	never_a_leader	54	-	-	-	-	-
norway	-	74	-	Thora av_Tjotta	character_record	female	dead 104	never_a_leader	53	-	-	-	-	-
norway	-	75	-	Njals Njalsson	character_record	male	dead 63	never_a_leader	52	-	-	-	-	-
norway	-	76	-	Svanhild Alstrup	character_record	female	dead 76	never_a_leader	52	-	-	-	-	-
norway	-	77	-	Sigurd Sigurdsson	character_record	male	dead 62	never_a_leader	55	-	-	-	-	-
norway	-	78	-	Asta Gudbrandsson_b	character_record	female	dead 37	never_a_leader	59	-	-	-	-	-
norway	-	79	-	Finn Arnesson	character_record	male	dead 15	never_a_leader	54	-	-	-	-	-
norway	-	80	-	Bergljot Halvdansson	character_record	female	dead 28	never_a_leader	54	-	-	-	-	-
norway	-	81	-	Haakon Haakonsen	character_record	male	dead 50	never_a_leader	56	-	-	-	-	-
norway	-	82	-	Gunnhild av_Pommern	character_record	female	dead 33	never_a_leader	56	-	-	-	-	-
norway	-	83	-	Svein av_Danmark	character_record	male	dead 4	never_a_leader	51	-	-	-	-	-
norway	-	84	-	Gunnhild Svendsen	character_record	female	dead 26	never_a_leader	51	-	-	-	-	-
norway	-	85	-	Eindridi av_Skaun	character_record	male	dead 28	never_a_leader	54	-	-	-	-	-
norway	-	86	-	Sigrid Erlingsson	character_record	female	dead 19	never_a_leader	54	-	-	-	-	-
norway	-	87	-	Thord Folesson	character_record	male	dead 40	never_a_leader	53	-	-	-	-	-
norway	-	88	-	Alof av_Skaun	character_record	female	dead 22	never_a_leader	53	-	-	-	-	-
norway	-	89	-	Haakon av_Oppland	character_record	male	dead 1	never_a_leader	53	-	-	-	-	-
norway	-	90	-	Ragnhild Magnusson	character_record	female	dead 15	never_a_leader	53	-	-	-	-	-
norway	6TH GEN	91	-	Gudrod Crowan	character_record	male	off_map	never_a_leader	43	-	-	-	-	-
norway	-	92	-	Astrid av_Skottland	character_record	female	off_map	never_a_leader	30	-	-	-	-	-
norway	-	93	-	Olav_a Olavsson	character_record	male	dead 50	past_leader	44	-	-	-	-	-
norway	-	94	-	Astrid av_Sverige	character_record	female	dead 45	never_a_leader	44	-	-	-	-	-
norway	-	95	-	Torberg Arnesson_Giske	character_record	male	dead 30	never_a_leader	43	-	-	-	-	-
norway	-	96	-	Ragnhild Erlingsson	character_record	female	dead 46	never_a_leader	43	-	-	-	-	-
norway	-	97	-	Aslak av_Sola	character_record	male	dead 52	never_a_leader	42	-	-	-	-	-
norway	-	98	-	Sigrid Svendsen	character_record	female	dead 41	never_a_leader	42	-	-	-	-	-
norway	-	99	-	Skjalg av_Sola	character_record	male	dead 34	never_a_leader	41	-	-	-	-	-
norway	-	100	-	Lodin av_Sola	character_record	male	dead 35	never_a_leader	40	-	-	-	-	-
norway	-	101	-	Trygve Olavsson	character_record	male	dead 47	never_a_leader	41	-	-	-	-	-
norway	-	102	-	Harek av_Tjotta	character_record	male	dead 14	never_a_leader	42	-	-	-	-	-
norway	-	103	-	Ragnhild Arnesson	character_record	female	dead 30	never_a_leader	42	-	-	-	-	-
norway	-	104	-	Rognvald_b av_Sverige	character_record	male	dead 34	never_a_leader	56	-	-	-	-	-
norway	-	105	-	Astrid Njalsson	character_record	female	dead 13	never_a_leader	32	-	-	-	-	-
norway	-	106	-	Harald Haraldsson	character_record	male	dead 14	past_leader	42	-	-	-	-	-
norway	-	107	-	Thora Torbergsson,	character_record	female	dead 30	never_a_leader	42	-	-	-	-	-
norway	-	108	-	Halvdan Sigurdsson	character_record	male	dead 33	never_a_leader	41	-	-	-	-	-
norway	-	109	-	Kjetil Kalv	character_record	male	dead 59	never_a_leader	40	-	-	-	-	-
norway	-	110	-	Gunnhild Sigurdsson	character_record	female	dead 40	never_a_leader	40	-	-	-	-	-
norway	-	111	-	Nevstein Hovding	character_record	male	dead 20	never_a_leader	39	-	-	-	-	-
norway	-	112	-	Ingrid Sigurdsson	character_record	female	dead 25	never_a_leader	39	-	-	-	-	-
norway	-	113	-	Torfinn av_Orknoyene	character_record	male	dead 16	never_a_leader	41	-	-	-	-	-
norway	-	114	-	Ingebjorg Arnesson	character_record	female	dead 11	never_a_leader	41	-	-	-	-	-
norway	-	115	-	Orm Eilifsson	character_record	male	off_map	never_a_leader	60	-	-	-	-	-
norway	-	116	-	Sigrid Arnesson	character_record	female	dead 22	never_a_leader	40	-	-	-	-	-
norway	-	117	-	Ulf Ulfssen	character_record	male	dead 9	never_a_leader	43	-	-	-	-	-
norway	-	118	-	Bodil Haakonsen	character_record	female	dead 40	never_a_leader	43	-	-	-	-	-
norway	-	119	-	Einar	character_record	male	off_map	never_a_leader	18	-	-	-	-	-
norway	-	120	-	Hjalte av_Danmark	character_record	male	off_map	never_a_leader	29	-	-	-	-	-
norway	-	121	-	Sunniva av_Oppland	character_record	female	off_map	never_a_leader	17	-	-	-	-	-
norway	7TH GEN	122	-	Lagmand Crowan	character_record	male	off_map	never_a_leader	8	-	-	-	-	-
norway	-	123	-	Harald_a Crowan	character_record	male	off_map	never_a_leader	7	-	-	-	-	-
norway	-	124	-	Olav Crowan	character_record	male	off_map	never_a_leader	4	-	-	-	-	-
norway	-	125	-	Magnus_ri Olavsson	character_record	male	dead 33	past_leader	31	-	-	-	-	-
norway	-	126	-	Otto av_Sachsen	character_record	male	dead 8	never_a_leader	31	-	-	-	-	-
norway	-	127	-	Ulfhildr Olavsson	character_record	female	dead 9	never_a_leader	30	-	-	-	-	-
norway	-	128	-	Ogmund Thorsen	character_record	male	dead 31	never_a_leader	30	-	-	-	-	-
norway	-	129	-	Gunnhild av_Rogaland	character_record	female	dead 18	never_a_leader	30	-	-	-	-	-
norway	-	130	-	Oystein Arnesson_Giske	character_record	male	dead 14	never_a_leader	29	-	-	-	-	-
norway	-	131	-	Ulf Ospaksson	character_record	male	dead 8	never_a_leader	28	-	-	-	-	-
norway	-	132	-	Jorunn Arnesson_Giske	character_record	female	dead 2	never_a_leader	28	-	-	-	-	-
norway	-	133	-	Jon Ulfssen	character_record	male	off_map	never_a_leader	13	-	-	-	-	-
-	-	134	-	Brigida Ulfssen	character_record	female	off_map	never_a_leader	8	-	-	-	-	-
norway	-	135	-	Svein av_Sola	character_record	male	dead 10	never_a_leader	29	-	-	-	-	-
norway	-	136	-	Ragnhild av_Danmark	character_record	female	off_map	never_a_leader	29	-	-	-	-	-
norway	-	137	-	Einar av_Tjotta	character_record	male	dead 21	never_a_leader	29	-	-	-	-	-
norway	-	138	-	Finn av_Tjotta	character_record	male	off_map	never_a_leader	55	-	-	-	-	-
norway	-	139	-	Gudrun av_Moss	character_record	female	dead 4	never_a_leader	28	-	-	-	-	-
norway	-	140	-	Olav av_Danmark	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
norway	-	141	-	Ingjerd Haraldsson	character_record	female	off_map	never_a_leader	29	-	-	-	-	-
norway	-	142	-	Magnus Magnusson	character_record	male	dead 11	past_leader	28	-	-	-	-	-
norway	-	143	-	Frida av_Trondheim	character_record	female	dead 6	never_a_leader	26	-	-	-	-	-
norway	-	144	-	Ingrid av_Danmark	character_record	female	alive	never_a_leader	30	-	-	-	-	-
norway	-	145	-	Skule av_Godwinsson	character_record	male	off_map	never_a_leader	28	-	-	-	-	-
norway	-	146	-	Gudrun Hovding	character_record	female	off_map	never_a_leader	26	-	-	-	-	-
norway	-	147	-	Paal av_Orknoyene	character_record	male	off_map	never_a_leader	28	-	-	-	-	-
norway	-	148	-	Ragnhild Ladejarl	character_record	female	off_map	never_a_leader	26	-	-	-	-	-
norway	-	149	-	Brynjolf av_Orknoyene	character_record	male	alive	never_a_leader	0	-	-	-	-	-
norway	-	150	-	Erlend av_Orknoyene	character_record	male	off_map	never_a_leader	23	-	-	-	-	-
norway	-	151	-	Thora Sumarlidasson	character_record	female	off_map	never_a_leader	19	-	-	-	-	-
norway	-	152	-	Magnus av_Orknoyene	character_record	male	alive	never_a_leader	1	-	-	-	-	-
norway	-	153	-	Thorgaut Ulfssen	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
norway	-	154	-	Thorgunna av_Danmark	character_record	female	dead 12	never_a_leader	30	-	-	-	-	-
norway	8TH GEN	155	-	Skofte Arnesson_Giske	character_record	male	off_map	never_a_leader	35	-	-	-	-	-
norway	-	156	-	Gudrun Thorsen	character_record	female	dead 1	never_a_leader	17	-	-	-	-	-
norway	-	157	-	Ogmund Arnesson_Giske	character_record	male	alive	never_a_leader	4	-	-	-	-	-
norway	-	158	-	Finn Arnesson_Giske	character_record	male	alive	never_a_leader	3	-	-	-	-	-
norway	-	159	-	Tore Arnesson_Giske	character_record	male	off_map	never_a_leader	2	-	-	-	-	-
norway	-	160	-	Knut av_Sola	character_record	male	off_map	never_a_leader	16	-	-	-	-	-
norway	-	161	-	Ragnhild Svendsen	character_record	female	off_map	never_a_leader	21	-	-	-	-	-
norway	-	162	-	Sven av_Sola	character_record	male	alive	never_a_leader	2	-	-	-	-	-
norway	-	163	-	Thorfinn Sigurdsson	character_record	male	dead 16	never_a_leader	70	-	-	-	-	-
norway	-	164	-	Ingibiorg Finnsdottir	character_record	female	dead 3	never_a_leader	68	-	-	-	-	-
norway	-	165	-	Aurora	character_record	female	alive	never_a_leader	40	-	-	-	-	-
norway	-	166	-	Haakon	character_record	male	alive	never_a_leader	4	-	-	-	-	-
norway	-	167	-	Eldrid	character_record	female	alive	never_a_leader	42	-	-	-	-	-
norway	-	168	-	Magnus	character_record	male	alive	never_a_leader	0	-	-	-	-	-
norway	-	169	-	Hedda	character_record	female	alive	never_a_leader	22	-	-	-	-	-
byzantium	-	46	-	Manuel Komnenos	character_record	male	dead 56	never_a_leader	120	-	-	-	-	-
