Tree Name	Level Name	Level	City or Castle	Factions And/Or Cultures Required	Other Requirements (and / or) - see EDB (options)	wooden OR stone	Battle Building	Construction Time in Turns	Building Cost	Minimum Settlement Level	To, What, Level(s), Can, This, Building, Be, Upgraded?	Building Name on Battlemap	CENTRAL EUROPEAN	Full Description	Short Description	EASTERN EUROPEAN	Full Description	Short Description	GREEK	Full Description	Short Description	MIDDLE EASTERN	Full Description	Short Description	NORTHERN EUROPEAN	Full Description	Short Description	SOUTHERN EUROPEAN	Full Description	Short Description	STEPPE	Full Description	Short Description	ARAGON	Full Description	Short Description	ARMENIA	Full Description	Short Description	BOHEMIA	Full Description	Short Description	BYZANTIUM	Full Description	Short Description	CUMANS	Full Description	Short Description	DENMARK	Full Description	Short Description	EGYPT	Full Description	Short Description	ENGLAND	Full Description	Short Description	FRANCE	Full Description	Short Description	GEORGIA	Full Description	Short Description	HRE	Full Description	Short Description	HUNGARY	Full Description	Short Description	KIEV	Full Description	Short Description	LITHUANIA	Full Description	Short Description	MILAN	Full Description	Short Description	MOORS	Full Description	Short Description	NORWAY	Full Description	Short Description	NOVGOROD	Full Description	Short Description	PAPAL_STATES	Full Description	Short Description	PISA	Full Description	Short Description	POLAND	Full Description	Short Description	PORTUGAL	Full Description	Short Description	SCOTLAND	Full Description	Short Description	SELJUKS	Full Description	Short Description	SICILY	Full Description	Short Description	SLAVE	Full Description	Short Description	SPAIN	Full Description	Short Description	SWEDEN	Full Description	Short Description	SYRIA	Full Description	Short Description	TURKS	Full Description	Short Description	VENICE	Full Description	Short Description
core_castle_building	citadel	5	castle	all,	-	stone	-	4	5000	large_city	-	Citadel	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
castle_port	c_port	1	castle	all,	-	wooden	-	2	1000	town	c_shipwright	Castle Port	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
castle_port	c_shipwright	2	castle	all,	-	wooden	-	3	2000	large_town	c_dockyard	Castle Shipwright	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
castle_port	c_dockyard	3	castle	all,	-	wooden	-	5	3000	city	c_naval_drydock	Castle Dockyard	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
castle_port	c_naval_drydock	4	castle	all,	-	wooden	-	6	1000	large_city	-	Castle Naval Dockyard	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	port	1	city	all,	and event_counter is_player_autonomy 0	wooden	-	2	800	town	shipwright	Port	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	Port	A Port brings trade to a settlement. Indeed, moving goods by water is the only way to carry large cargoes long distances cheaply and thus turn a profit. The need to keep merchant ships in good order also means that the necessary skills to make military vessels can be found here.	A Port allows a settlement to trade with the far-distant corners of the world.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	shipwright	2	city	all,	and event_counter is_player_autonomy 0	wooden	-	3	1600	large_town	dockyard	Shipwright	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	Shipwright	A Shipwright has the slipway, wood seasoning stores and manpower needed to build ships for a strong fleet. The improved port buildings - and simple improvements like creating permanent wharves along a waterfront - allow more trade to occur.	A Shipwright allows the construction of ships to be undertaken in earnest.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	dockyard	3	city	all,	and event_counter is_player_autonomy 0	wooden	-	5	3200	city	naval_drydock	Dockyard	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	Dockyard	A Dockyard allows the construction of larger ships, and the improved wharves make trade easier to manage. Goods from all over the world pass through the docks, bringing wealth and excitement into the lives of citizens.	A Dockyard allows the construction of larger ships, and improves trade.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	naval_drydock	4	city	all,	and event_counter is_player_autonomy 0	wooden	-	6	6400	large_city	huge_port	Naval Drydock	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	Naval Drydock	A Naval Dockyard allows the construction of all kinds of ships, and gives control of the port to a properly appointed representative of the crown rather than the local merchants. Trade, however, continues to flourish as the docks are superbly maintained and dredged.	A Naval Drydock allows the largest ships to be constructed, and also allows the free passage of much cargo.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	huge_port	5	city	all,	and event_counter is_player_autonomy 0	wooden	-	8	10000	huge_city	port_tree_bonus1	Huge Port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	Huge Port	Huge port	Huge port	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
port	port_tree_bonus1	6	city	byzantium, spain, venice,	and event_counter is_player_autonomy 0	stone	-	8	10000	huge_city	port_tree_bonus2	port_tree_bonus1	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Sitagogon	The Roman Empire lost its uncontested control of the Mediterranean following the Battle of the Masts in 655, and from then on, smaller and lighter merchant ships became common, in contrast to the hulking vessels of antiquity. A Byzantine merchant ship would often be referred to as a "Dorkon", meaning "gazelle", in reference to its speed and agility. Shallow keels and rounded hulls were the order of the day- these merchant ships were designed to be at ease in shallow and calm coastal waters, and would struggle in deep sea. Nonetheless, shipping remained by far the cheapest and quickest way of transporting goods throughout the Byzantine period. 	Merchant shipping	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Arsenal de Venexia	Construction of the Arsenal began around 1104. The Arsenal was actually an entire complex of state-owned shipyards and armories clustered together in Venice harbour. It was the hub of the city's naval power. It could also be described as the first mass production factory using standardized and interchangeable parts. It was the largest industrial complex in Europe prior to the Industrial Revolution, spanning an area of about 45 ha (110 acres), or about fifteen percent of Venice. Surrounded by a 2 mi (3.2 km) rampart, laborers and shipbuilders regularly worked within the Arsenal, building ships that sailed from the city's port. With high walls shielding the Arsenal from public view and guards protecting its perimeter, different areas of the Arsenal each produced a particular prefabricated ship part or other maritime implement, such as munitions, rope, and rigging. These parts could then be assembled into a ship in as little as one day. An exclusive forest owned by the Arsenal navy, in the Montello hills area of Veneto, provided the Arsenal's wood supply. The staff of the Arsenal also developed new firearms at an early date, beginning with bombards in the 1370s and numerous small arms for use against the Genoese a few years later. The muzzle velocity of handguns was improved beyond that of the crossbow, creating armor-piercing rounds. Arsenal-produced arms were also noteworthy for their multi-purpose utility; the Venetian condottieri leader, Bartolomeo Colleoni, is usually given credit as being the first to mount the Arsenal's new lighter-weight artillery on mobile carriages for field use.	The Arsenal was actually an entire complex of state-owned shipyards and armories clustered together in Venice harbour. It was the hub of the city's naval power. It could also be described as the first mass production factory using standardized and interchangeable parts.	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Villas de la Marina de Castilla	The exterior trade of Castilla and León started to develop in the XIII century, thanks to the intiative of Cantabric and Basque sailors. In the end of the XII century foreign fabrics entered the Peninsula through the port of Santander, who, together with Castro Urdiales, Laredo and San Vicente de la Barquera, formed the Villas de la Marina de Castilla.	The exterior trade of Castilla and León	-	-	-	-	-	-	-	-	-	-	-	-
