Building	Capability	Capability Requirements
Shia_Masjid_Kabir	recruit_pool "persian_police"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "syrian_foot_archers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "syrian_infantry"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "syrian_militia_archers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "syrian_militia_spearmen"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "syrian_skirmishers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "turkic_horse_archers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "turkic_retainers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "turkish_horse_archers"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	agent_limit priest 1	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Kabir	happiness_bonus bonus 3	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Kabir	religion_level bonus 1	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Kabir	trade_base_income_bonus bonus 2	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Kabir	agent priest 0	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "egyptian_pikemen"  1   0.3   2  0	factions { sicily, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "sanhaja_nobles"  1   0.3   2  0	factions { sicily, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "sanhaja_spearmen"  1   0.3   2  0	factions { sicily, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Kabir	recruit_pool "war_ballista"  1   0.3   2  0	factions { sicily, slave, } and event_counter is_player_autonomy 0
Shia_Masjid_Saghir	agent_limit priest 1	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Saghir	happiness_bonus bonus 1	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Saghir	religion_level bonus 1	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, }
Shia_Masjid_Saghir	agent priest 0	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, } and event_counter is_player_autonomy 0
shia_minareted_masjid	agent_limit priest 1	-
shia_minareted_masjid	happiness_bonus bonus 1	-
shia_minareted_masjid	religion_level bonus 4	-
shia_minareted_masjid	agent priest 0	factions { egypt, moors, seljuks, syria, turks,  sicily, byzantium, slave, } and event_counter is_player_autonomy 0
shipwright	population_growth_bonus bonus 2	-
shipwright	trade_base_income_bonus bonus 4	-
shipwright	trade_fleet 6	-
shipwright	recruit_pool "galley_ships"  1   0.3   2  0	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  egypt, moors, seljuks, syria, turks,  slave, } and event_counter is_player_autonomy 0
shipwright	recruit_pool "mediterranean_barques"  1   0.3   2  0	factions { armenia, byzantium, georgia,  aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  egypt, moors, seljuks, syria, turks,  slave, } and event_counter is_player_autonomy 0
shipwright	recruit_pool "holks_and_cogs"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   hungary, slave, slave, } and event_counter is_player_autonomy 0
shipwright	recruit_pool "longships"  1   0.3   2  0	factions { denmark, sweden, norway, lithuania, kiev, novgorod, england, sicily, slave, } and event_counter is_player_autonomy 0
shipwright	recruit_pool "eastern_ships"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
shipwright	recruit_pool "venetian_marines"  1   0.3   2  0	factions { venice, slave, } and event_counter is_player_autonomy 0
shipwright	population_growth_bonus bonus 2	resource fish
Shrines	agent_limit priest 1	-
Shrines	happiness_bonus bonus 1	-
Shrines	religion_level bonus 1	-
Shrines	agent priest 0	factions { slave, slave, } and event_counter is_player_autonomy 0
sicut	law_bonus bonus 1	-
sicut	population_growth_bonus bonus 1	-
sicut	religion_level bonus 5	-
sicut	trade_base_income_bonus bonus 8	-
Sidlo	happiness_bonus bonus -1	factions { bohemia, slave, }
Sidlo	law_bonus bonus 2	factions { bohemia, slave, }
Sidlo	population_growth_bonus bonus 3	factions { bohemia, slave, }
Sidlo	population_health_bonus bonus 3	factions { bohemia, slave, }
Siege	happiness_bonus bonus -1	-
Siege	law_bonus bonus -6	-
Siege	population_health_bonus bonus -3	-
Siege	trade_base_income_bonus bonus 2	-
Siege	recruit_pool "bombard"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "catapult"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_foot_archers"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_light_lancers"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_light_warriors"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_medium_horse_archers"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_mounted_archers"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_pilgrims"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "mongol_serfs"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Siege	recruit_pool "trebuchet"  1   0.3   2  0	factions { cumans, seljuks, slave, } and event_counter is_player_autonomy 0
Silrada	law_bonus bonus 2	factions { kiev, novgorod, slave, }
Sjulzed	religion_level bonus 1	-
Skattejord	happiness_bonus bonus 1	factions { sweden, slave, }
Skattejord	law_bonus bonus 3	factions { sweden, slave, }
Skattejord	population_growth_bonus bonus 4	factions { sweden, slave, }
Skattejord	population_health_bonus bonus 1	factions { sweden, slave, }
Skattejord	trade_base_income_bonus bonus 4	factions { sweden, slave, }
Skhnakh	free_upkeep bonus 1	factions { armenia, slave, }
Skhnakh	happiness_bonus bonus 3	factions { armenia, slave, }
Skhnakh	law_bonus bonus 5	factions { armenia, slave, }
Skhnakh	population_growth_bonus bonus 2	factions { armenia, slave, }
Skhnakh	trade_base_income_bonus bonus 8	factions { armenia, slave, }
Skipaen	recruit_pool "european_gunners"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_mounted_sergeants"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_serfs"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_crossbowmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_buckler_men"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  byzantium, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_knights"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "european_militia_spearmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, slave, } and event_counter is_player_autonomy 0
Skipaen	free_upkeep bonus 1	factions { denmark, norway, sweden, slave, }
Skipaen	happiness_bonus bonus -2	factions { denmark, norway, sweden, slave, }
Skipaen	law_bonus bonus 2	factions { denmark, norway, sweden, slave, }
Skipaen	population_health_bonus bonus -3	factions { denmark, norway, sweden, slave, }
Skipaen	recruits_exp_bonus bonus 1	factions { denmark, norway, sweden, slave, }
Skipaen	trade_base_income_bonus bonus 1	factions { denmark, norway, sweden, slave, }
Skipaen	recruit_pool "scandinavian_heavy_crossbowmen"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "scandinavian_knights"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "scandinavian_longbowmen"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "scandinavian_mounted_sergeants"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Skipaen	recruit_pool "scandinavian_younger_sons"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Skythikon	law_bonus bonus -1	-
Skythikon	population_growth_bonus bonus 1	-
Skythikon	population_health_bonus bonus -1	-
Skythikon	trade_base_income_bonus bonus 1	-
Skythikon	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans, byzantium, slave, } and event_counter is_player_autonomy 0
Skythikon	recruit_pool "khazar_horse_archers"  1   0.3   2  0	factions { cumans, byzantium, slave, } and event_counter is_player_autonomy 0
Skythikon	recruit_pool "kypchak_light_cav"  1   0.3   2  0	factions { cumans, byzantium, slave, } and event_counter is_player_autonomy 0
Skythikon	recruit_pool "pecheneg_light_cav"  1   0.3   2  0	factions { cumans, byzantium, slave, } and event_counter is_player_autonomy 0
Skythikon	recruit_pool "cuman_heavy_cav"  1   0.3   2  0	factions { cumans, byzantium, slave, } and event_counter is_player_autonomy 0
slave_emporium	happiness_bonus bonus -2	-
slave_emporium	population_growth_bonus bonus 4	-
slave_emporium	population_health_bonus bonus -1	-
slave_emporium	trade_base_income_bonus bonus 8	-
slave_market	population_growth_bonus bonus 2	-
slave_market	trade_base_income_bonus bonus 4	-
slave_merchant	population_growth_bonus bonus 1	-
slave_merchant	trade_base_income_bonus bonus 2	-
slave_trade	happiness_bonus bonus -1	-
slave_trade	population_growth_bonus bonus 3	-
slave_trade	trade_base_income_bonus bonus 6	-
sloboda	free_upkeep bonus 3	factions { kiev, slave, }
sloboda	law_bonus bonus 12	factions { kiev, slave, }
sloboda	population_growth_bonus bonus 6	factions { kiev, slave, }
sloboda	recruits_exp_bonus bonus 3	factions { kiev, slave, }
sloboda	trade_base_income_bonus bonus 12	factions { kiev, slave, }
sloboda	recruit_pool "eastern knights"  1   0.3   2  0	factions { kiev, slave, } and event_counter is_player_autonomy 0
sloboda	recruit_pool "eastern_squires"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
slobody	free_upkeep bonus 3	factions { kiev, slave, }
slobody	law_bonus bonus 14	factions { kiev, slave, }
slobody	population_growth_bonus bonus 7	factions { kiev, slave, }
slobody	recruits_exp_bonus bonus 3	factions { kiev, slave, }
slobody	trade_base_income_bonus bonus 14	factions { kiev, slave, }
slobody	recruit_pool "eastern knights"  1   0.3   2  0	factions { kiev, slave, } and event_counter is_player_autonomy 0
slobody	recruit_pool "eastern_squires"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
Somateia	law_bonus bonus 2	factions { byzantium, slave, }
Somateia	population_growth_bonus bonus 3	factions { byzantium, slave, }
Somateia	trade_base_income_bonus bonus 6	factions { byzantium, slave, }
sotni	happiness_bonus bonus -4	-
sotni	law_bonus bonus 8	-
sotni	population_health_bonus bonus -4	-
sotni	trade_base_income_bonus bonus 4	-
Sousserain	free_upkeep bonus 4	factions { france, slave, }
Sousserain	happiness_bonus bonus -3	factions { france, slave, }
Sousserain	law_bonus bonus 1	factions { france, slave, }
Sousserain	recruits_exp_bonus bonus 3	factions { france, slave, }
Sousserain	retrain_cost_bonus bonus 3	factions { france, slave, }
Sousserain	trade_base_income_bonus bonus 2	factions { france, slave, }
Sousserain	recruit_pool "french_voulgers"  1   0.3   2  0	factions { france, slave, } and event_counter is_player_autonomy 0
Sovyet	construction_cost_bonus_stone bonus 10	factions { novgorod, slave, }
Sovyet	construction_cost_bonus_wooden bonus 10	factions { novgorod, slave, }
Sovyet	happiness_bonus bonus 1	factions { novgorod, slave, }
Sovyet	law_bonus bonus 3	factions { novgorod, slave, }
Sovyet	recruits_exp_bonus bonus 2	factions { novgorod, slave, }
Sovyet	trade_base_income_bonus bonus 2	factions { novgorod, slave, }
Sovyet_Vsei_Zemli	law_bonus bonus 4	factions { kiev, slave, }
Sovyet_Vsei_Zemli	trade_base_income_bonus bonus 2	factions { kiev, slave, }
Sparapetutyun	law_bonus bonus 8	factions { armenia, slave, }
Sparapetutyun	trade_base_income_bonus bonus 2	factions { armenia, slave, }
stanitsy	free_upkeep bonus 1	-
stanitsy	law_bonus bonus 4	-
stanitsy	recruit_pool "kiev_peasant_spearmen"  1   0.3   2  0	factions { kiev, slave, } and event_counter is_player_autonomy 0
stanitsy	recruit_pool "eastern_archers"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
stanitsy	recruit_pool "eastern_black_hoods"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
stanitsy	recruit_pool "eastern_city_militia"  1   0.3   2  0	factions { kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
stanitsy	recruit_pool "eastern_horse_archers"  1   0.3   2  0	factions { kiev, novgorod, slave, } and event_counter is_player_autonomy 0
starostwo	free_upkeep bonus 1	factions { poland, slave, } and hidden_resource polack
starostwo	happiness_bonus bonus 1	factions { poland, slave, } and hidden_resource polack
starostwo	trade_base_income_bonus bonus 3	factions { poland, slave, } and hidden_resource polack
starostwo	recruit_pool "polish_urban_archers"  1   0.3   2  0	factions { poland, slave, } and event_counter is_player_autonomy 0 and hidden_resource polack
Status	happiness_bonus bonus 1	factions { papal_states, }
Status	population_growth_bonus bonus 1	factions { papal_states, }
Stauropegia	agent_limit priest 1	-
Stauropegia	happiness_bonus bonus 1	-
Stauropegia	religion_level bonus 2	-
Stauropegia	agent priest 0	factions { armenia, byzantium, egypt, kiev, lithuania, novgorod, sicily, turks, slave, } and event_counter is_player_autonomy 0
stecheniye_narodnoye	law_bonus bonus 2	factions { kiev, slave, }
stecheniye_narodnoye	trade_base_income_bonus bonus 1	factions { kiev, slave, }
stecheniye_narodnoye	recruit_pool "eastern knights"  1   0.3   2  0	factions { kiev, slave, } and event_counter is_player_autonomy 0
steppe_counties	religion_level bonus 3	-
steppe_counties	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	recruit_pool "khazar_heavy_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_counties	law_bonus bonus -2	factions { hungary, slave, }
steppe_counties	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_counties	trade_base_income_bonus bonus 6	factions { hungary, slave, }
steppe_counties	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	religion_level bonus 4	-
steppe_freedom	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	recruit_pool "khazar_heavy_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_freedom	law_bonus bonus -2	factions { hungary, slave, }
steppe_freedom	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_freedom	trade_base_income_bonus bonus -1	factions { hungary, slave, }
steppe_freedom	trade_base_income_bonus bonus 8	factions { hungary, slave, }
steppe_freedom	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	religion_level bonus 5	-
steppe_land	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "cuman_nobles" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "khazar_heavy_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_land	law_bonus bonus -3	factions { hungary, slave, }
steppe_land	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_land	trade_base_income_bonus bonus -1	factions { hungary, slave, }
steppe_land	trade_base_income_bonus bonus 10	factions { hungary, slave, }
steppe_land	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	religion_level bonus 6	-
steppe_nobles	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "cuman_nobles" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "khazar_heavy_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_nobles	law_bonus bonus -4	factions { hungary, slave, }
steppe_nobles	pope_disapproval 1	factions { hungary, slave, }
steppe_nobles	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_nobles	population_health_bonus bonus 1	factions { hungary, slave, }
steppe_nobles	trade_base_income_bonus bonus -1	factions { hungary, slave, }
steppe_nobles	trade_base_income_bonus bonus 12	factions { hungary, slave, }
steppe_nobles	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	religion_level bonus 5	-
steppe_seats	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "cuman_nobles" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "khazar_heavy_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_seats	law_bonus bonus -3	factions { hungary, slave, }
steppe_seats	pope_disapproval 2	factions { hungary, slave, }
steppe_seats	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_seats	population_health_bonus bonus 1	factions { hungary, slave, }
steppe_seats	trade_base_income_bonus bonus -1	factions { hungary, slave, }
steppe_seats	trade_base_income_bonus bonus 14	factions { hungary, slave, }
steppe_seats	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_soldiers	religion_level bonus 1	-
steppe_soldiers	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_soldiers	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_soldiers	law_bonus bonus -1	factions { hungary, slave, }
steppe_soldiers	population_growth_bonus bonus 1	factions { hungary, slave, }
steppe_soldiers	trade_base_income_bonus bonus 2	factions { hungary, slave, }
steppe_soldiers	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	religion_level bonus 2	-
steppe_tribes	recruit_pool "alan_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	recruit_pool "cuman_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	recruit_pool "khazar_horse_archers" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	recruit_pool "kypchak_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	recruit_pool "pecheneg_light_cav" 1   0.3   2  0	factions { cumans,  hungary, slave, } and event_counter is_player_autonomy 0
steppe_tribes	law_bonus bonus -2	factions { hungary, slave, }
steppe_tribes	population_growth_bonus bonus 2	factions { hungary, slave, }
steppe_tribes	trade_base_income_bonus bonus 4	factions { hungary, slave, }
steppe_tribes	recruit_pool "khwarezmian_cavalry" 1   0.3   2  0	factions { seljuks, hungary, slave, } and event_counter is_player_autonomy 0
Sterred_chambre	stage_races 2	-
Sterred_chambre	construction_cost_bonus_stone bonus 30	factions { england, slave, }
Sterred_chambre	construction_cost_bonus_wooden bonus 10	factions { england, slave, }
Sterred_chambre	happiness_bonus bonus 3	factions { england, slave, }
Sterred_chambre	law_bonus bonus 10	factions { england, slave, }
Sterred_chambre	recruits_exp_bonus bonus 1	factions { england, slave, }
Sterred_chambre	recruits_exp_bonus bonus 1	factions { england, slave, }
Sterred_chambre	retrain_cost_bonus bonus 3	factions { england, slave, }
Sterred_chambre	trade_base_income_bonus bonus 10	factions { england, slave, }
Stiftsstande	law_bonus bonus 4	-
Stiftsstande	population_growth_bonus bonus 1	-
Stiftsstande	religion_level bonus 3	-
Stiftsstande	trade_base_income_bonus bonus 6	-
stolitsa	happiness_bonus bonus 1	-
stolitsa	law_bonus bonus 1	-
stolitsa	trade_base_income_bonus bonus -1	-
stone_wall	free_upkeep bonus 12	-
stone_wall	gate_defences 2	-
stone_wall	gate_strength 1	-
stone_wall	happiness_bonus bonus 15	-
stone_wall	recruitment_slots 6	-
stone_wall	tower_level 1	-
stone_wall	wall_level 2	-
stone_wall	recruit_pool "Peasants"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
streetplan	population_health_bonus bonus 3	-
suburbs	happiness_bonus bonus 2	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  denmark, england, france, norway, scotland, sweden,   bohemia, hre, hungary, poland,  lithuania, slave, }
suburbs	law_bonus bonus -2	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  denmark, england, france, norway, scotland, sweden,   bohemia, hre, hungary, poland,  lithuania, slave, }
suburbs	population_growth_bonus bonus 4	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  denmark, england, france, norway, scotland, sweden,   bohemia, hre, hungary, poland,  lithuania, slave, }
suburbs	population_health_bonus bonus -3	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  denmark, england, france, norway, scotland, sweden,   bohemia, hre, hungary, poland,  lithuania, slave, }
suburbs	trade_base_income_bonus bonus 4	factions { aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  denmark, england, france, norway, scotland, sweden,   bohemia, hre, hungary, poland,  lithuania, slave, }
suburbs	recruit_pool "armenian_reserves"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "armenian_swordsmen"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "armenian_javelineers"  1   0.3   2  0	factions { armenia, slave, } and event_counter is_player_autonomy 0
suburbs	happiness_bonus bonus 1	factions { armenia, byzantium, georgia,  slave, }
suburbs	law_bonus bonus 6	factions { armenia, byzantium, georgia,  slave, }
suburbs	population_growth_bonus bonus 3	factions { armenia, byzantium, georgia,  slave, }
suburbs	trade_base_income_bonus bonus 5	factions { armenia, byzantium, georgia,  slave, }
suburbs	recruit_pool "byzantine_knights"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "byzantine_villeins"  1   0.3   2  0	factions { byzantium, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "georgian_horse_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "georgian_light_archers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
suburbs	recruit_pool "georgian_skirmishers"  1   0.3   2  0	factions { georgia, slave, } and event_counter is_player_autonomy 0
