Reference Name	English Names (more or less)	In-game Name (Native Name)	In-game Description	In-game Summary Description	Broad Role	Explanation of the Unit	Building to be Assigned To	Hidden Resource Req?	Availability	Where is the unit From?	Era of Availability	General Unit?	Social Class	Function	Formation	Equipment	First Weapon	Secondary Weapon	Placeholder Unit	Placeholder Weapons	Extra Info	Reference Imagery	Category	Class	Unit's voice	Accent	Banner of Faction	Crusade Banner	Unit Size	Soldier Model	Number of Soliders	Extra Animals Engines	Mass of Infantry	Officers Models			Type of Ship	Type of Engine	Type of Animals	Type of Mount	Bonus Against	Abilities	Misc Attributes	Normal Spacing	Loose Spacing	Default No. of Ranks	Formation (1-2)	hp	Mount hp	Primary Weapon Attack	Charge Bonus	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Secondary Weapon Attack	Charge	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Armour	Def Skill	Shield	Sound When Hit	Animal Mount Armour	Def Skill	Sound When Hit	Fatigue in Heat	Scrub Mod	Sand Mod	Forest Mod	Snow Mod	Grade of Unit (1-5)	Morale	Discipline	Training	Distance to Charge	Delay Between Anims	Suggested Price	Suggested Upkeep	Recruitment Time	Unit Price	Upkeep Cost	Weapon Upgrade Cost	Armour Upgrade Cost	Custom Battle Cost	Custom Battle Max	Custom Battle Increase	Minimum Soldiers	Smith Levels Needed	Models	Ownership Factions and/or Cultures	Ownership for MP Early Era	Ownership for MP High Era	Ownership for MP Late Era	Priority in Recruitment	Unit Speed Modificator
almohad_slave_infantry	Abid al-Makhzan	Abid al-Makhzan	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	slave soldiers	-	-	Moors (Almohads)	-	-	-	freemen	elite		BASE:mail, UP1: , UP2: none, UP3: none, SHIELD: , HELMET: 	Assegai javelin	Takouba	-	-	-	http://dulwichgalleryfriends.files.wordpress.com/2--9/-2/rom-al-hariris-maqamat-baghdad-1237-paris-bibliotheque-nationale.jpg	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	moors	moors	moors	moors	-	1
almohad_spearmen	Hintata Spearmen	Harrabah al-Hafsidi	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Fanatical core of the Almohad movement	-	-	Moors (Almohads)	-	-	-	freemen	elite		BASE:padded or leather, UP1: mail, UP2: none, UP3: none, SHIELD: , HELMET: 	Lanzalonga	-	-	-	fanatical = extra morale	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	moors	moors	moors	moors	-	1
almoravid_spearmen	Lamtuna Spearmen	Lamtuna	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Fanatical core of the Almoravid movement	-	-	Moors (Almoravids)	-	-	-	freemen	elite		BASE:unarmored, UP1: padded or leather, UP2: none, UP3: none, SHIELD: , HELMET: 	Lanzalonga	-	-	-	fanatical = extra morale	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	moors	moors	moors	moors	-	1
andalucian_berber_warriors	Andalucian Berber warriors	Ghumarah	Hamet Zeli, surnamed El Zegri, was the commander of the belligerent city of Ronda and its fierce inhabitants. He was of the tribe of the Zegries, and one of the most proud and daring of that warlike race. Besides the inhabitants of Ronda and some of his own tribe, he had a legion of African Moors in his immediate service. They were of the tribe of the Gomeres, so called from their native mountains--mercenary troops whose hot African blood had not yet been tempered by the softer living of Spain, and whose whole business was to fight. These he kept always well armed and well appointed. The rich pasturage of the valley of Ronda produced a breed of horses famous for strength and speed; no cavalry, therefore, was better mounted than the band of Gomeres. Rapid on the march, fierce in the attack, it would sweep down upon the Andalusian plains like a sudden blast from the mountains, and pass away as suddenly before there was time for pursuit.	PLACEHOLDER LIGHT CAVALRY	light cavalry	Andalucian Taifa soldiers	-	-	Regional	southern spain	-	yes	freemen	militia		BASE:padded, UP1: mail, UP2: none, UP3: none, SHIELD: , HELMET: 	Lanzalonga	Takouba	-	-	-	-	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	-	-	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	all, slave	all, slave	all, slave	all, slave	-	1
anglo_scottish_reivers	Border Reivers 	Reivers 	Border Reivers were raiders along the Anglo–Scottish border during the Middle Ages and until the Early Modern Period. They were conscripted into armies due to their superb reputation as skilled light cavalrymen, although many were enlisted as a punishment for their crimes rather than by choice. Some also served as mercenaries to make money. England and Scotland were frequently at war during the late Middle Ages, and during these wars, the livelihoods of the people on the borders were devastated by the contending armies. Even when the countries were not at war, tension remained high, and royal authority in both kingdoms was often weak. The uncertainty of existence meant that communities or peoples kindred to each other would seek security through their own strength and cunning, and improve their livelihoods at their nominal enemies' expense. As such, reivers from different nations sometimes fought alongside each other - although, many were neither Scottish nor English per se but had relatives on both sides of the border, and even outside the army they raided throughout the area without regard to their victims' nationality. Loyalty to a feeble or distant monarch and reliance on the effectiveness of the law usually made people a target for depredations, rather than conferring them any security. 'Reive' is an early English word for 'to rob', from the Northumbrian and Scots Inglis verb 'reifen' from the Old English 'rēafian', and thus related to the archaic Standard English verb 'reave' ('to plunder', 'to rob').	PLACEHOLDER LIGHT CAVALRY	light cavalry	raiding cav with javelins	-	-	Regional	Perth, York	all	-	freemen	levy		BASE:padded, UP1: mail, UP2: none, UP3: none, SHIELD: , HELMET: 	Javelin	 arming sword	Border horse	spear/sword	Scots did not wear tartan -only on the islands! They wore yellow tunics tied with a belt at the middle	-	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	hide, bonus in snow, woods etc	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	400	1000	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	all, slave	all, slave	all, slave	all, slave	-	1
aragonese_light_cav	Aragonese light cavalry	Homens a cavall Alforrats 	PLACEHOLDER LIGHT CAVALRY	PLACEHOLDER LIGHT CAVALRY	light cavalry	Militia cavalry	-	-	Aragon, italian mercenaries	factional (requires last step of the repopulation)	middle-	-	freemen	militia		BASE:gambeson, UP1: leather, UP2: mail, UP3: none, SHIELD: adarga, anything, HELMET: no	cavalry spear	 arming sword	Bordes Horse	spear/sword	-	http://www.telefonica.net/web2/varioteca/Teruel4.jpg	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	none	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	1500	800	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	aragon, byzantium	aragon, byzantium	aragon, byzantium	aragon, byzantium	-	1
armenian_men_at_arms	 royal men-at-arms	Malkhazakan Gund	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	 royal men-at-arms	-	-	Armenia, KoCyprus	Armenia, Cilicia, Antioch, Cyprus	mid/late	yes	freemen	elite		BASE:leather, UP1: mail, UP2: lamellar, UP3: none, SHIELD: round shields and kite shields, HELMET: yes	guisarme	sword	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	schiltrom	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1700	1000	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	armenia	armenia	armenia	armenia	-	1
armenian_sergeants	Sergeant Infantry	Sahmanaktsir 	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	sergeant infantry	-	-	Armenia (not KoC transition)	Armenia, Cilicia, Antioch	all	yes	freemen	elite		BASE:leather, UP1: mail, UP2: lamellar, UP3: none, SHIELD: round shields and kite shields, HELMET: yes	Lanzalonga	sword/military axe short	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	schiltrom	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	armenia	armenia	armenia	armenia	-	1
armenian_swordsmen	 freemen/sergeants swordsmen	Azat Suragakir	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	 freemen/sergeants swordsmen	-	-	Armenia (not KoC transition)	Armenia, Cilicia, Antioch	all	-	freemen	elite		BASE:none, UP1: leather, UP2: mail, UP3: none, SHIELD: round shields and kite shields, HELMET: yes	Javelin	sword	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	armenia	armenia	armenia	armenia	-	1
ayyubid_heavy_infantry	Ayyubid Heavy Infantry	Thaqlah	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	Heavily armoured professional melée soldiers	-	-	Syria (Ayyubid), Egypt (Ayyubid)	south syria	-	-	freemen	army		BASE:none, UP1: leather, UP2: mail, UP3: none, SHIELD: round shields and kite shields, HELMET: yes	Lanzalonga	Sayf/metalheaded mace	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	3	9	normal	trained	30	0	1500	875	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	syria, egypt	syria, egypt	syria, egypt	syria, egypt	-	1
ayyubid_light_infantry	Ayyubid Light Infantry	Jaridah	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Professional skirmishers	-	-	Syria (Ayyubid), Egypt (Ayyubid)	south syria	-	-	freemen	army		BASE:unarmored, UP1: padded or leather, UP2: , UP3: , SHIELD: , HELMET: 	Javelin	Sayf	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	3	3	normal	trained	30	0	700	500	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	syria, egypt	syria, egypt	syria, egypt	syria, egypt	-	1
ballista	Ballista	Ballista	Resembling a giant crossbow, this powerful weapon can fling a javelin to a great range, skewering men with ease.	Resembling a giant crossbow, this powerful weapon can fling a javelin to a great range, skewering men with ease.	siege	Common heavy crossbows	-	-	all	all	early, high	-	freemen	normal		BASE:leather, UP1: n/a, UP2: n/a, UP3: n/a, SHIELD: n/a, HELMET: 	n/a	n/a	Ballista	-	-	-	siege	missile	heavy	English	main_infantry	-	12 crossbows	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	-	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	all, slave	all, slave	all, slave	all, slave	-	1
bedouin_cavalry	Bedouin Cavalry	Khayyalet al-Badw 	PLACEHOLDER LIGHT CAVALRY	PLACEHOLDER LIGHT CAVALRY	light cavalry	Bedouin lancers	-	-	middle_eastern	-	All	yes	freemen	normal		BASE:unarmored, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	cavalry spear	sayf	-	-	-	http://images.imagestate.com/Watermark/233-4-6.jpg	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	3000	1000	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	middle_eastern	middle_eastern	middle_eastern	middle_eastern	-	1
bedouin_militia_cav	Semi-Bedouin militia cavalry	´Urbán	Those in half-settled life around the hamlets, including pure Bedouins, Sultan Baybars used them heavily in the 1200s, as a cultural counterpoint to the Mamluks. Both Egyptian and Syrian 'Urbán were also expected to provide horses for the postal service 'baríd' as well as the 'darak' district defence.	PLACEHOLDER HORSE ARCHERS	horse archers	Semi-Bedouin horse archer patrols	-	-	Syria, Egypt	-	-	-	freemen	militia		BASE:unarmored, UP1: padded or leather, UP2: , UP3: , SHIELD: , HELMET: 	Selfbow	workman's axe	-	-	-	-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	2	3	normal	untrained	45	0	-	-	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	syria, egypt	syria, egypt	syria, egypt	syria, egypt	-	1
berber_archers	Berber Archers	Al-Masmudi	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	Berber light archers, skilled	-	-	Regional	Tunisia to Northern Morocco and southern spain	-	-	freemen	levy		BASE:unarmored, UP1: padded or leather, UP2: , UP3: , SHIELD: , HELMET: 	composite bow	Takouba	-	-	-	-	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	-	-	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	all, slave	all, slave	all, slave	all, slave	-	1
berber_pirate_skirmishers	Berber pirates	al-Ghuzat	Berber volunteers and religiously motivated pirates, this strange concept was based on the Koranic 'ghaneema' which refers to the Prophet who divided his military spoils amongst his warriors. So whilst they undoubtedly featured many of the cut-throats and mercenaries would one expect they were also made up of men who saw that their war was a religious duty against the infidel in the north.	PLACEHOLDER LIGHT INFANTRY	light infantry	Berber fanatic skirmishers	-	-	Moors	-	-	-	freemen	levy		BASE:unarmored, UP1: padded or leather, UP2: , UP3: , SHIELD: , HELMET: 	Javelin	Takouba	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	4	3	normal	trained	30	0	-	-	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	moors	moors	moors	moors	-	1
bohemian_frontier_guards	Frontier Guards	Strážci hranic	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	light shock infantry acting as scouts and ambushers in Bohemian mountains	-	-	Bohemia	colony or better	Early (1080 - 1198/1212)	-	freemen	Trained		BASE:padded, UP1: -, UP2: -, UP3: -, SHIELD: -, HELMET: yes	workman's axe	knife/dagger	our own	-	Sean	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	hiding, armour piercing, shock infantry, poor morale	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	900	600	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	bohemia	bohemia	bohemia	bohemia	-	1
bohemian_walkers	Walkers	Chodové	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	elite light shock infantry acting as scouts and ambushers in Bohemian mountains	-	-	Bohemia	Bohemia	High, Late (1198/1212 - 1453)	-	freemen	Trained		BASE:padded, UP1: -, UP2: -, UP3: -, SHIELD: -, HELMET: 	1H long axe	knife/dagger	our own	-	Sean	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	dogs, hiding, armour piercing, shock infantry	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	900	600	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	bohemia	bohemia	bohemia	bohemia	-	1
bombard	Bombard?	Bombard	A bombard is a large-caliber, muzzle-loading medieval cannon or mortar, used chiefly in sieges for throwing heavy stone balls. The name bombarde was first noted and sketched in a French historical text around 1380. The modern term bombardment derives from this. Bombards were usually used during sieges to hurl various forms of missile into enemy fortifications. Projectiles such as stone or metal balls, burning materials and weighted cloth soaked in quicklime or Greek fire are documented. The name derives from medieval Latin and French forms from a Greek word expressing the making of a humming noise. A notable example of a bombard is the large Mons Meg weapon, built around 1449 and used by King James II of Scotland. It was very powerful and used for bringing down castle walls. Mons Meg was capable of firing 180 kg (396 lb) shots and was one of the largest bombards in its time. The Dardanelles Gun, built in the Ottoman Empire in 1464 by Munir Ali, with a weight of 18.6 t and a length of 518 cm, was capable of firing stone balls of up to 63 cm diameter.	PLACEHOLDER SIEGE ENGINE	siege	heavy artillery	-	-	all	all	late	-	freemen	normal		BASE:leather, UP1: n/a, UP2: n/a, UP3: n/a, SHIELD: n/a, HELMET: 	n/a	n/a	Bombard	-	-	-	siege	missile	heavy	English	main_infantry	-	-	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	-	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	all, slave	all, slave	all, slave	all, slave	-	1
brit_scouts	Cavalry vanguard	Outrideres	A cavalry vanguard expert in reconnaissance, escort and picketing attested in Middle English although first records of the term date to the 1500s. They were 'commandos' acting as scouts and raiders ahead or in flanking to the main force of an invading army on manoevre rather than in battle itself. Western medieval armies did not move in convoy but in a broad front which could be up to 30 miles across, depending on the size of the forces involved. This front would swarm over fields and villages, surrounding them and allowing them to pillage and enslave everything and everyone in sight. The outriders would keep watch for enemy movements but also guide the army towards high value targets. They would also hunt and eliminate enemy scouts that could warn the enemy of the army's approach. They could ride ahead and encircle a settlement until the army arrived, anyone trying to flee would be ensnared by the outriders. These riders were especially well known in the forces of the English and the Scots who were both notorious for raids and campaigns of prolonged devastation over the borders. The English also practiced this tactic in Ireland to great effect and even in France where the limited and often isolated forces needed outriders to survive and avoid the enemy. They were essential in finding locations and routes most famously for the retreat of Henry V's troops at Agincourt in 1415, but even earlier under Edward III at Crécy in 1346 as well as the Siege of Calais begun in the same year. The word has cognate forms in German as Autraider and Vorreiter.	PLACEHOLDER LIGHT CAVALRY	heavy cavalry	medium cavalry, fast, good stamina	-	-	England, Scotland	-	high, late	-	freemen	army		BASE:brigandine, UP1: partial mail, UP2: partial plate, UP3: , SHIELD: heater, HELMET: yes	cavalry spear	estoc	Can be upgraded to heavy mail and partial plate, they were men-at-arms/sergeant cavalry	-	-	-	cavalry	light	light	English	main_cavalry	-	50	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	5	4	4	metal	0	0	flesh	3	0	-2	2	2	3	3	normal	trained	45	0	3500	1250	1	280	150	100	80	290	4	70	-	1, 2	Hobilars	england, scotland	england, scotland	england, scotland	england, scotland	-	1
bulgarian_archers	Border guards	Granichari	PLACEHOLDER ARCHER UNIT	PLACEHOLDER ARCHER UNIT	archers	heavy foot archers, basic unit	-	-	Bulgarian Rebels	Veliko Tarnovo, Ohrid	All	-	freemen	militia		BASE:Medium armoured, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	composite bow	metalheaded mace		-	-	http://img211.imageshack.us/img211/932/bulgars.gif	infantry	missile	light	English	main_missile	-	-	Peasant_Archers	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	5	1	arrow	120	30	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	2	1	no	0	0	melee	melee_simple	piercing	knife	,	25	1.8	-	-	-	no	0	1	0	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	500	700	1	220	100	65	50	220	4	50	-	0, 1, 2	Peasant_Archers	slave, hungary	slave	slave	slave	-	1
bulgarian_heavy_inf	Helm-bearers	Shlemonosci	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	bulgarian elite heavy spearmen	-	-	Bulgarian Rebels	Veliko Tarnovo, Ohrid	All	-	freemen	elite		BASE:heavy scale/lamellar armour , UP1: , UP2: , UP3: , SHIELD: , HELMET: yes	Lanzalonga	metalheaded mace/sword		-	-	http://cdn.wn.com/pd/6e/9d/d5d457e75da1e113a33cc58ebce9_grande.jpg	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	slave	slave	slave	slave	-	1
