Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
Turkish_duke	-	Bey	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Turkish_duke.tga	-	-	3	Authority +2, TroopMorale +1, Law +2, BattleSurgery +2, Farming +2
Venetian_Admiral	-	Capitan General da Mar 	Grand Admiral of the Republic of Venice	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Venetian_Admiral.tga	-	-	QA	NavalCommand +4 MovementPoints +30
Venetian_Adriatic_Comm	-	Capitan del Golfo	Adriatic fleet commander, stationed at Corfu	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Venetian_Marshall.tga	-	-	QML	MovementPoints +15, Loyalty +2, Command +3, TrainingUnits -1, BattleSurgery +1
venetian_armada_commander	-	Capitano dei galeoni	Commander of the Great Armada section in the Arsenal	-	Politics	1	Italian_Mayor.tga	-	-	QA*	MovementPoints +15, Loyalty +2, NavalCommand +3, TrainingUnits -1, BattleSurgery +1
venetian_galley_commander	-	Capitano delle galeazze	Commander of the galleys, stationed in the Arsenal	-	Politics	1	Italian_Mayor.tga	-	-	QA*	MovementPoints +15, Loyalty +2, NavalCommand +1, TrainingUnits -1, BattleSurgery +1
venetian_garrison_comm1	-	Ammiraglio dell'Arsenal	The Arsenal garrisons's military commander	-	Politics	1	Italian_Mayor.tga	-	-	QA*	Loyalty +1, NavalCommand +1, TrainingUnits -2, BattleSurgery +2
venetian_garrison_comm2	-	Ammiraglio del Lido	Commander of the defence of the Lido gate to the Lagoon	-	Politics	1	Italian_Mayor.tga	-	-	QA*	Loyalty +1, NavalCommand +1, TrainingUnits -2, BattleSurgery +2
venetian_garrison_comm3	-	Ammiraglio di Malamocco	Commander of the defence of the Malamocco gate to the Lagoon	-	Politics	1	Italian_Mayor.tga	-	-	QA*	Loyalty +1, NavalCommand +1, TrainingUnits -2, BattleSurgery +2
venetian_patrol_commander	-	Governator de'condannati	Commander of the squadron of galleys used for long range patrols.	-	Politics	1	Italian_Mayor.tga	-	-	QA*	MovementPoints +30, Loyalty +2, LineOfSight 2, NavalCommand +2
venetian_provost	-	Provveditore Generale da Mar	Responsible for discipline and order, paymaster general and deputy commander in war.	-	Politics	1	Italian_Mayor.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Venetian_Supreme_General	-	Capitan General de Teraferma	Commander in Chief of the Armies of the Republic of Venice	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Venetian_Supreme_Commander.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Vicar_of_Verona	-	Vicarius Verona	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Vicar_of_Verona.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
Vice_Chamberlain	-	Podkomoří	Steward of King for royal cities.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Vice_Chamberlain.tga	-	-	QMY	Loyalty +2, TaxCollection +25, Law +1, Construction -1, Farming +1
Vice_President	-	Vicedoge Venexia	Vice-President of the Republic of Venice	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Vice_President.tga	-	-	QCb	Loyalty +1, Farming +2, TaxCollection +50, Law +2
Viceroy	-	Lugartenient	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Viceroy.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Viceroy_of_Egypt	-	Na'ib alsalana	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Viceroy_of_Egypt.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Viceroy_of_Estonia	-	Capitaneus Ducatus Estonie	Governing Captain of Estonia	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Viceroy_of_Estonia.tga	-	-	QRS	Authority +2, Farming +2, TaxCollection +50, Law +2, Construction -2
Basil_Apokapes_Bio	-	Basil Apokapes	Basil Apokapes was a Byzantine general of the 11th century. A descendant of the Apokapai family, an Armeno-Georgian noble clan, he was the son of the patrician Michael Apokapes who had once served as a tent-guard for the influential Georgian Bagratid prince David of Tao (r. 966–1000) and then commanded the city of Edessa under the Byzantine Emperor Michael IV the Paphlagonian (r. 1034–1041). In 1054, as patrikios and strategos, Basil Apokapes rallied the people of Manzikert and repulsed an attack by the Seljuks under Toğrül. Later, from 1059 to 1065, he served as archon (magistros and doux) of Paradounavon. In 1064, together with the future emperor Nikephoros Botaneiates and his sons, he was defeated and captured by the Oghuz Turks who had crossed the northern Balkans, but the outbreak of epidemic soon decimated the invaders and the prisoners were recovered. After the defeat of Romanos IV by Andronikos Doukas in 1071, he served under the command of Philaretos Brachamios, and served him as a governor of Edessa.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Oshin_Lampron_Bio	-	Oshin Lambronatsi	Oshin of Lampron (Armenian: Oshin Lambronatsi) was an Armenian nakharar ("holder of the primacy", a hereditary title of the highest order given to houses the Armenian nobility). He was formerly a lord of a fortress near the city of Gandzak (in modern Azerbaijan), who migrated in the early 1070s to Cilicia and founded the House of Lampron. A member of the Pahlavuni clan, who, disappointed with the inability of the Byzantines to protect him against the advance of the Seljuk Turks, fled west from his fortress to Cilicia in 1072, with his brother Halgam, and his wife and other nobles, carrying his wealth and the finger of the holy apostle Peter. His kinsman, Abulgharib Artsruni (governer of Taurus and Mopsuestia in the name of the Emperor Alexius I Comnenus), ceded to Oshin two forts in western Cilicia, Lampron and Barbaron at Tarsus near the Cilician Gates. The Emperor had no objection to seeing the Armenians becoming a buffer between him and the invading Seljuks, and confirmed Oshin, together with two other Armenian leaders who had established themselves in the Taurus, Ruben and Gogh Vasil, in their positions by bestowing on them the imperial title of sebastos.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Knud_Estridsen_Bio	-	Canute IV	Canute IV, known as Canute the Holy or Canute the Saint (Danish: Knud IV den Hellige or Sankt Knud), was King of Denmark from 1080. Canute was an ambitious king who sought to strengthen the Danish monarchy, devotedly supported the Roman Catholic Church, and had designs on the English throne. Born c. 1042, as one of the many illegitimate sons of Sweyn II Estridsson, he is first noted as a member of Sweyn's 1069 raid of England, and the Anglo-Saxon Chronicle reports that Canute was one of the leaders of another raid against England in 1075. When Sweyn died, Canute's brother Harald III was elected King, and, as Canute went into exile in Sweden, was possibly involved in the active opposition to Harald. In 1080, Canute succeeded Harald to the throne of Denmark and on his accession he married Adela, daughter of Count Robert I of Flanders. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Godwine_Bio	-	Godwine 	Godwine was the eldest son of Harold Godwinson and Edith Swannesha. After the defeat of their father at the battle of Hastings, he and his brother fled into exile in southern Ireland, from which they led a number of expeditions against the southwest of England.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Toirdhealbhach_Ua_Briain_Bio	-	Toirdelbach Ua Briain 	Toirdelbach Ua Briain was King of Munster and effectively High King of Ireland. A grandson of Brian Bóruma, Toirdelbach was the son of Tadc mac Briain who was killed in 1023 by his half-brother Donnchad mac Briain. It was not until the 1050s that he found allies in Connacht and in Leinster, particularly the powerful King of Leinster Diarmait mac Maíl na mBó, who would aid his claims to be ruler of Munster. It took perhaps ten years of sustained attack to remove his uncle Donnchad from power, and send him into exile, and to place Toirdelbach in power in Munster as Diarmait's faithful ally. On Diarmait's death Toirdelbach took over the reins of power, establishing himself as ruler of more than half of Ireland. While not a great military leader, he was a capable politician whose influence extended as far north as Ulaid and who made and unmade Kings of Connacht. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Gofraid_Crovan_Bio	-	Godred Crovan 	Godred Crovan was a Norse-Gael ruler of King of Mann and the Isles. In 1079, Godred invaded the Isle of Man three times. The last time, having collected a large body of followers, he came by night to the port of Ramsey and concealed his 300 men in a wood on the sloping brow of a hill. At daylight the men of Mann drew up in order of battle, and, with a mighty rush, encountered Godred. During the heat of the contest the 300 men, rising from the ambuscade in the rear, threw the Manxmen into disorder, and compelled them to fly.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Ma_add_Al-Mustansir_bi-llah_Bio	-	Abū Tamīm Ma'add al-Mustanṣir bi-llāh 	Abū Tamīm Ma'add al-Mustanṣir bi-llāh was born in Cairo on 16th Jumada II, 420 AH (July 5, 1029), and eight months afterwards was declared to succeed his father. His name was Ma'd Abu Tamim, surnamed al-Mustansir bil-Lah "The Asker Of Victory From God". He ascended on 15th Shaban, 427 (June 13, 1036) at the age of 6. His period of Caliphate lasted for 60 years, the longest of all the caliphs, either in Egypt or elsewhere in Islamic states. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Badr_al-Jamali	-	Badr al-Jamali 	Badr al-Jamali was a vizier, "Amir al-Juyush" (Commander of Forces), Badi al-Duat (Chief Missionary) and prominent statesman for the Fatimids under the Caliphate and Imamate of Al-Mustansir. Ethnically an Armenian, he was purchased by a Syrian emir, Jamal ud-Dawla, for a relatively small price and converted to Islam. Later he joined the Mamluks and was later appointed as the governor of Acre during his service. He was appointed Commander of the Armies in 1074 making the de facto ruler of the Fatimid empire, his authority being over everything except the Caliphate. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Philip_FL_Capet_Bio	-	Philip I	Philip I, called the Amorous, was King of the Franks from 1060. Under Philip, the monarchy was beginning a modest recovery from the low it reached in the reign of his father. He was the son of Henry I and Anne of Kiev. Unusually at the time for Western Europe, his name was of Greek origin, being bestowed upon him by his mother. Although he was crowned king at the age of seven, until age fourteen his mother acted as regent, the first queen of France ever to do so. Her co-regent was Baldwin V of Flanders. A great part of his reign, like his father's, was spent putting down revolts by his power-hungry vassals, and in 1077 he made peace with William the Conqueror, who gave up attempting the conquest of Brittany.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Robert_de_Flandre_Bio	-	Robert I of Flanders 	Robert I of Flanders was count of Flanders from 1071. He was the younger son of Baldwin V of Flanders and Adèle, a daughter of King Robert II of France. Robert was initially intended to secure the northern borders of Flanders through his marriage to Gertrude of Saxony, Countess of Holland. However, after the death of his brother Baldwin VI in 1070, he rebelled against Baldwin's widow, Richilde, and son, Arnulf III. Arnulf's ranks contained individuals such as William FitzOsborn, Count Eustace II of Boulogne and his son, Godfrey of Bouillon, and moreover was supported by the King. But Robert attacked Arnulf's numerically superior army at Cassel before it could organize. Arnulf himself was killed along with William FitzOsborn, while Richilde was captured. However, Robert himself was captured by Eustace II and ultimately, was exchanged for Richilde. After his victory, Robert became count of Flanders and gained the friendship of King Philip by offering the marriage of his stepdaughter, Bertha of Holland. Under Robert, Flanders no longer had peaceful ties to Normandy and became a refuge for the Conqueror's enemies, including his rebellious son, Robert Curthose in 1078.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Geoffrey_dAnjou_Bio	-	Geoffroy III of Anjou	Geoffroy III of Anjou, called le Barbu ("the Bearded"), succeeded his uncle Geoffrey II as count of Anjou in 1060, but his power was limited by attacks from his own brother Fulk IV. A serious confrontation with the Church led to his condemnation by a council, then his deposition and imprisonment in 1068.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Foulques_dAnjou_Bio	-	Fulk IV	Fulk IV, called le Réchin (possibly meaning either "quarreler", "rude", "sullen", "surly") was the Count of Anjou from 1068. Fulk fought continuously with his elder brother, Geoffroy III of Anjou, whose rule was deemed incompetent, and Fulk captured him in for good in 1068. His brother’s poor rule lost substantial territory for Anjou, and Fulk had to give the Gâtinais to Philip I of France to placate the king. Much of Fulk's rule was spent regaining control over the Angevin baronage, and to a complex struggle with Normandy for influence in Maine and Brittany.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Raymond_dAvignon_Bio	-	Raimon d'Avinhon	Raimon d'Avinhon was a Provençal troubadour from Avignon, who wrote the sirventes "Sirvens sui avutz et arlotz". The sirventes is a long and humorous list of occupations he claims to have had, including bos meges, quant es locs: "a good physician, when it's time".	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Raymond_de_Toulouse_Bio	-	Raymond IV of Toulouse	Raymond IV of Toulouse, sometimes called Raymond of St Gilles, was Count of Toulouse, Duke of Narbonne, and Margrave of Provence. He was a son of Pons of Toulouse and Almodis de La Marche. He received Saint-Gilles with the title of "count" from his father.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Gui-Geoffroi_de_Poitou_Bio	-	William VIII	William VIII, born Gui-Geoffroi, was duke of Gascony and then duke of Aquitaine and count of Poitiers (as William VI) from 1058, succeeding his brother William VII (Pierre-Guillaume). Guy-Geoffroy was the youngest son of William V of Aquitaine and was the brother-in-law of Henry III, Holy Roman Emperor. William VIII was one of the leaders of the allied army called to help Ramiro I of Aragon in the Siege of Barbastro (1064). This expedition was the first campaign organized by the papacy against a Muslim city. Aragon and its allies conquered the city, killed its inhabitants, and collected an important booty. However, Aragon lost the city again in the following years. During William VIII's rule, his alliance with the southern kingdoms of Spain was a political priority, as shown by the marriage of all his daughters to Iberian kings.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Theobald_de_Blois_Bio	-	Theobald III of Blois	Theobald III of Blois was count of Blois, Meaux and Troyes. He was son of Odo II, Count of Blois, from whom Theobald inherited numerous counties. Theobald conspired against king Henry I, but was beaten in 1044 and had to give up the county of Tours to regain his freedom. From then on the centre of power for the House of Blois moved to Champagne. Theobald found ways to become close to the royal court again and gain influence. He got the title of Count Palatine, which his father had used before. He used this influence to get control over possessions in Champagne that were inherited by his nephew Eudes, who had followed William the Conqueror to England. Theobald had a position of considerable power, which increased when he married the daughter of Raoul de Valois. From 1074 onward, he left his son in control of Blois, Chateaudun and Chartres.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Stephen_sta_de_Blois_Bio	-	Stephen II Henry	Stephen II Henry, Count of Blois and of Chartres, was the son of Theobald III, count of Blois. He married Adela of Normandy, a daughter of William the Conqueror around 1080 in Chartres. Theobald had given him the administration of  Blois and Chartres in 1074. He was the father of Stephen of Blois.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Hugh_de_Vermandois_Bio	-	Hugh I of Vermandois	Hugh I of Vermandois, called Magnus or the Great, was a younger son of Henry I of France and Anne of Kiev and younger brother of Philip I. He married Adele de Vexin, the daughter of Herbert IV, Count of Vermandois, last in the line of Carolingians. He was in his own right Count of Vermandois, but an ineffectual leader and soldier, great only in his boasting. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Otto_Carolingian_Bio	-	Otto Carolingian	Otto Carolingian was Count of Vermandois and known as “the lunatic”. With his sister Adele, he was the last true blooded member of the ancient Carolingian dynasty.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Centule_de_Bearn_Bio	-	Centule V	Centule V, called the Young, was the Viscount of Béarn from 1058. Centule was almost a sovereign prince. He minted his own money in his capital of Morlaas, and was freed from nominal ties of vassalage by the Duke of Aquitaine. He was the only person with the right to call on the knights of Béarn, who owed fealty to none but him. Centule was a great participant in the Gregorian reform and he maintained excellent relations with the Holy See. Though the Pope exhorted him to break his marriage on grounds of consanguinity, he obediently did in 1074.  He made many donations to the church and initiated the construction of the church of Santa Fe de Morlaas. Pope Gregory VII referred to him as a lover of justice, defender of the poor; and propagator of peace. Through strategic marriages, Centule expanded his control to include his western neighbours Bigorre and Montaner, and solidified an alliance with his royal neighbour to the south, the Crown of Aragon. In 1079, Centule participated in the attempt to take Zaragoza that was repelled by El Cid Campeador, then in the service of the Moors. 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Guillaume_de_Bourgogne_Bio	-	William the Great of Burgundy	William I, called the Great (le Grand or Tête Hardie, "the Rash"), was Count of Burgundy from 1057, and Mâcon from 1078, having received it from Guy II of Mâcon. He was a son of Renaud I and Alice of Normandy, daughter of Richard II, Duke of Normandy. William was the father of several notable children, including Pope Callixtus II. By 1080 he reigned over a territory larger than that of the Franche-Comté itself.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Etienne_sge_de_Bourgogne_Bio	-	Stephen I of Burgundy	Stephen I was Count Palatine of Burgundy, sharing his father's nickname "the Rash" (French tête hardie), and was Count of Vienne. Born into a powerful and influential family, he was the son of Count William I of Burgundy and his wife Stephanie, and younger brother to Reginald II, Count of Burgundy and Pope Callixtus II. He was married to Beatrix of Lorraine, daughter of Gerard, Duke of Lorraine and Hedwige of Namur.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Hugh_le_Diable_de_Lusignan_Bio	-	Hugh VI 	Hugh VI called the Devil, was the Lord of Lusignan and Count of La Marche (as Hugh I), the son and successor of Hugh V of Lusignan and Almodis de la Marche. Despite his piety, Hugh was in constant conflict with the abbey of St. Maixent. On numerous occasions his disputes with the monks grew so violent that the duke of Aquitaine, the bishops of Poitiers and Saintes, and Pope Paschal II were forced to intervene. From these conflicts Hugh was dubbed "le diable", the devil, by the monks of St. Maixent.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Heinrich_i_Bio	-	Henry IV	Henry IV was King of the Romans, from 1056, and Holy Roman Emperor, the third emperor of the Salian dynasty. Only six years old when he succeeded to the throne, his mother, Agnes of Poitou, became regent. But in 1062 government was placed in the hands of archbishop Anno II of Cologne after he captured the young king. The education and training of Henry were supervised by Anno, but his education was neglected, and his willful and headstrong nature developed under the conditions of these early years. Eventually Henry managed to obtain control of Anno’s civil duties, leaving Anno with only ecclesiastical powers. In the late 1060s, Henry demonstrated his determination to reduce any opposition and to enlarge the national boundaries, quelling rebellions by Rudolf of Swabia and Berthold of Carinthia, as well as Otto of Nordheim, duke of Bavaria. The tension between Empire and Church over reformation culminated in the councils of 1074–1075. Suddenly hostile to Pope Gregory, Henry did not relent from his positions. Henry was excommunicated for the first time, but it was lifted in January of 1077. After his reconciliation with the Pope, Rudolf of Rheinfelden, two-time brother-in-law of Henry, along with allied German nobles, took advantage of the momentary weakness of the king and declared Rudolf Anti-king in March. After the inconclusive battle of Mellrichstadt (7 August 1077) and the defeat of Henry's forces in the Flarchheim (27 January 1080), the Pope switched his support to the revolt, and launched a second excommunication against Henry in March 1080. On the 14th October 1080, the armies of the two rival kings meet at the Weisse Elster River in the plain of Leipzig.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
rGodfrey_von_Bouillon_Bio	-	Godfrey of Bouillon	Godfrey of Bouillon was the Lord of Bouillon from 1076. He was born around 1060, the second son of Eustace II, Count of Boulogne, and Ida of Lorraine (daughter of Godfrey III, Duke of Lower Lorraine). As second son, he had fewer opportunities than his older brother, and seemed destined to become just one more minor knight in service to a rich landed nobleman. However, his uncle on his mother's side, Godfrey the Hunchback, Duke of Lower Lorraine and son of Godfrey III, died childless and named his nephew, Godfrey of Bouillon, as his heir and next in line to his duchy of Lower Lorraine. This duchy was an important one, serving as a buffer between the kingdom of France and the German lands. In fact, Lower Lorraine was so important to the German kingdom and the Holy Roman Empire, that Henry IV decided in 1076 that he would place it in the hands of his own son and give Godfrey only Bouillon and the Mark of Antwerp, in the Duchy of Brabant, as a test of Godfrey's abilities and loyalty. Godfrey served Henry loyally, supporting him even when Pope Gregory VII was battling the German king in the Investiture Controversy. Godfrey also fought with Henry and his forces against the rival forces of Rudolf of Swabia.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Magnus_Billung_Bio	-	Magnus of Saxony	Magnus was the duke of Saxony from 1072. Eldest son and successor of Ordulf and Wulfhild of Norway, he was the last member of the House of Billung. In 1070 he joined Otto of Nordheim, duke of Bavaria, in rebellion against Emperor Henry IV. The rebellion was put down in 1071, and Magnus was captured. Magnus was imprisoned in the castle of Harzburg, the imposing imperial fortress which so inflamed the Saxon freemen. He was not released upon his accession to the Saxon duchy until seventy Swabians captured in Lüneburg were released. In 1073, Harzburg was destroyed and the anger of Henry aroused. He renewed the conflict with Saxony once more. At the First Battle of Langensalza in 1075, Magnus was captured again. After being released again, he joined Rudolf von Rheinfeld, duke of Swabia and antiking, and was present at the Battle of Mellrichstadt (7 August 1078), where he saved Rudolf's life. However, he and the Saxons never fully supported the Swabian Rudolf and he reconciled with Henry.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
rDirk_sfg_Bio	-	Dirk V	Dirk V was Count of Holland from 1061. He succeeded Floris I under the guardianship of his mother, Gertrude of Saxony. William I, Bishop of Utrecht, took advantage of the young ruler, occupying territory that he had claimed in Holland, supported by the emperor. In 1063 Gertrude married Robert of Flanders, second son of Baldwin V. Robert gave Dirk the Imperial Flanders as an appanage and then became his stepson's guardian, making Robert indirectly the ruler of all Frisia. The death of Baldwin VI in 1070 led to civil war in Flanders and Holland, which became part of the larger conflict engulfing the empire from 1075 onwards, with the count of Holland supporting Pope Gregory VII and anti-king Rudolph. While Robert was thus engaged in Flanders, an effort was made to recover the County of Holland and other lands now held by William I, Bishop of Utrecht. The people rose in revolt, but were brought back under Episcopal rule by an army under the command of Godfrey IV (the Hunchback), duke of Lower Lorraine, by order of the emperor. In 1076, at the request of William of Utrecht, Godfrey IV visited his domains in the Frisian borderland. At Delft, Godfrey IV was murdered by revolutionaries, but William of Utrecht then died on April 17, 1076. Dirk V, now managing his own estate, was quick to take advantage of this favourable juncture. With the help of Robert of Flanders, he raised an army and besieged Conrad of Utrecht, the successor of William, in the castle of Ysselmonde, taking him prisoner. The bishop purchased his liberty by surrendering all claim to the disputed lands.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Balduin_sbr_Bio	-	Baldwin of Hainaut	Baldwin II of Mons was count of Hainaut from 1071. He was the younger son of Baldwin VI, Count of Flanders and Richilde, Countess of Mons and Hainaut. Baldwin became Count after the death of his older brother, Arnulf III, Count of Flanders. The family claim to the title Count of Flanders was lost by his brother's death, passing instead to their uncle, Robert the Frisian.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Giorgi_II_Bagrationi_Bio	-	George II Bagrationi	George II of the Bagrationi Dynasty, was king of Georgia from 1072. George’s childhood consisted of civil war between his father, Bagrat IV, and the rebellious feudal lord Liparit, who became the master of nearly half of the Georgian kingdom and the most powerful dynast in the country. By 1060, Bagrat IV had secured the throne and made George his heir apparent to whom the Byzantine emperor attached the title of curopalates. In 1070, Prince George, at the head of a combined Georgian-Alan army, inflicted a decisive defeat on the Shaddadid emir of Arran, Fadl II. George succeeded as King of Georgia upon the death of his father in 1072 and received the title of nobelissimos and later that of sebastos from the Byzantine emperor. A year later, he faced a major aristocratic revolt led by Niania Kvabulis-dze, Ivane Liparitis-dze, and Vardan of Svaneti. Although victorious, the king had to buy the rebels’ loyalty through generously awarding them additional estates. Soon, Georgia was attacked again by the Seljuks. Following the 1073 devastation of Kartli Sultan Alp Arslan, George successfully repelled an invasion commanded by the Turkish general left in charge of the Caucasus. The king also secured the formal return of Upper Tao/Tayk, a frontier region which had been a bone of contention between Georgia and the Byzantine Empire early in the 11th century, by the Byzantine governor, Gregory Pakourianos, who began to evacuate the region shortly after the 1071 disaster inflicted by the Seljuks on the Byzantine army at Manzikert. On this occasion, George was bestowed with the Byzantine title of Caesaros, granted the fortress of Kars, and put in charge of the Imperial Eastern limits.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Orzocorre_Torchitorio_Bio	-	Orzocorre Torchitorio I	Orzocorre Torchitorio I was the Judge of Cagliari (rex Sardiniae de loco Call.) from 1058. During his time, the throne was customarily alternated between the Torchitorio de Ugunale and Salusio de Lacon families, Orzocorre being of the former. Torchitorio was judge at a time when Western monasticism was being introduced into Sardinia as part of the Gregorian reform of the Papacy. Cagliari, like the other giudicati, was placed under papal and Pisan authority. Torchitorio severely increased donations to the church and lent support to the monks of Monte Cassino who were arriving on the island to bring economic, technological, and religious renewal. He was also directed by Pope Gregory VII to force the clergy of the Archdiocese of Cagliari to shave their beards and attend to their churches, which the pope claimed were in neglect.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Olav_Olavsson_Bio	-	Olaf III of Norway	Olaf III of Norway, or Olaf Haraldsson, was King of Norway from 1067. During his rule, he made peace with earlier royal conflicts against the church and strengthened the power of the monarchy. He was present at the Battle of Stamford Bridge in 1066 where his father, Harald Hardrada, saw defeat and was killed. However, being only sixteen years old, he stayed on board ship and did not participate in the fighting. After the death of his father, Olaf shared the kingdom with his brother Magnus Haraldsson. When Magnus died during 1069, Olaf became sole ruler. During his reign the nation experienced a rare extended period of peace, as he renounced any offensives in foreign policy and sort to protect Norway as a kingdom of its own. This included preventing an attack by the Danish king Svend Estridsen through the marriage of his daughter, and making peace with William the Conqueror. Olaf also strengthened the power of the king and instituted the system of guilds in Norway. There are strong indications that the government of King Olaf began writing secure provincial laws to a greater extent. Handsome and of noble appearance, he was “taciturn for the most part”, though known to be merry after drinking. “He was cheerful in conversation, peacefully inclined during all his reign, and loving gentleness and moderation in all things." 	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Paul_Thorfinnsson_Bio	-	Paul Thorfinnsson	Paul Thorfinnsson and Erlend Thorfinnsson ruled together as Earls of Orkney. Paul and Erlend Thorfinnsson were the sons of Thorfinn Sigurdsson and Ingibiorg Finnsdottir. The family was related to the Norwegian King Olav II through Ingibiorg's father Finn Arnesson. The first mention of the brothers concerns their accompaniment of King Harald Hardrade and Tostig Godwinson on the ill-fated expedition to England in 1066. Paul and Erlend were with Harald's son Olaf guarding the ships, when the battle of Stamford Bridge was fought. Along with Olaf, they were allowed to leave peacefully by the English king Harold Godwinson. Olaf overwintered on Orkney with them and left on good terms with the Thorfinssons.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
Erlend_Thorfinnsson_Bio	-	Erlend Thorfinnsson	Paul Thorfinnsson and Erlend Thorfinnsson ruled together as Earls of Orkney. Paul and Erlend Thorfinnsson were the sons of Thorfinn Sigurdsson and Ingibiorg Finnsdottir. The family was related to the Norwegian King Olav II through Ingibiorg's father Finn Arnesson. The first mention of the brothers concerns their accompaniment of King Harald Hardrade and Tostig Godwinson on the ill-fated expedition to England in 1066. Paul and Erlend were with Harald's son Olaf guarding the ships, when the battle of Stamford Bridge was fought. Along with Olaf, they were allowed to leave peacefully by the English king Harold Godwinson. Olaf overwintered on Orkney with them and left on good terms with the Thorfinssons.	No Effect	Naval	0	civil_admin.tga	-	-	n/a	-
